MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,IVZINGOLD,INVESCO INDIA GOLD ETF,     11879.15,     11600.00,     11911.00,     11456.60,     11626.05,                  8986242.50,770,194,     12272.75,      6668.00,GOLD
N,EQ,JUNIORBEES,NIP IND ETF JUNIOR BEES,       738.58,       741.58,       741.58,       734.00,       739.12,                210519427.02,285477,9758,       777.00,       595.00,NIPPON INDIA ETF NIFTY NEXT 50 JUNIOR BEES
N,EQ,LICMFGOLD,LIC MF - LIC GOLD ETF,     12406.30,     12298.95,     12337.70,     11998.80,     12118.80,                395384471.80,32652,774,     12666.40,      6890.40,GOLD
N,EQ,LICNETFGSC,LICNAMC - LICNMFET,        28.81,        28.87,        28.87,        28.66,        28.73,                  6352693.77,221164,159,        30.00,        26.52,GSEC10 NSE INDEX
N,EQ,LICNETFN50,LICNAMC - LICNFENGP,       288.46,       288.46,       289.32,       287.62,       288.02,                   298339.35,1034,28,       295.00,       239.65,NIFTY 50
N,EQ,LICNETFSEN,LICNAMC - LICNFESGP,       954.33,       948.23,       948.23,       947.15,       947.15,                   190521.87,201,5,       989.00,       783.28,SENSEX
N,EQ,LICNFNHGP,LICNAMC - LICNFNHGP,       288.31,       288.30,       289.00,       287.77,       287.88,                    60523.43,210,11,       298.00,       242.47,NIFTY 100
N,EQ,LICNMID100,LICNAMC - LICNMID100,        60.28,        59.98,        60.43,        59.97,        60.25,                   146417.98,2433,91,        67.50,        46.03,LIC MF NIFTY MIDCAP 100 ETF
N,EQ,LIQGRWBEES,NIPPONAMC - LIQGRWBEES,      1021.84,      1021.98,      1022.00,      1021.98,      1021.99,                 39798658.27,38942,59,      1037.73,      1001.14,LIQUID
N,EQ,LIQUID,MIRAEAMC - LIQUID,       999.99,      1000.00,      1000.00,       999.99,       999.99,                112371354.42,112372,152,      1030.00,       995.00,MIRAE ASSET NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUID1,KOTAKMAMC - KOTAKLIQ,      1084.46,      1084.62,      1084.63,      1084.61,      1084.62,                582636191.45,537179,623,      1094.00,      1006.15,KOTAK NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUIDADD,DSPAMC - LIQUIDADD,      1106.62,      1106.76,      1106.78,      1106.76,      1106.76,                550648097.07,497529,643,      1121.66,      1049.11,DSP S&P BSE LIQUID RATE ETF
N,EQ,LIQUIDBEES,NIP IND ETF LIQUID BEES,      1000.00,      1000.00,      1000.01,       999.90,      1000.00,               3575266828.49,3575253,6575,      1030.00,       970.00,GOVERNMENT SECURITIES
N,EQ,LIQUIDBETF,BFAM - LIQUIDBETF,      1062.81,      1063.00,      1063.00,      1062.94,      1062.95,                481909911.14,453369,365,      1207.50,       989.99,BAJAJ FINSERV NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE,       112.05,       112.07,       112.07,       112.05,       112.05,               1688901877.50,15071492,12479,       113.08,       102.00,ZERODHA NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUIDETF,DSP LIQUID ETF,      1000.00,       999.99,      1000.01,       999.99,      1000.00,                103247308.93,103247,176,      1009.99,       980.55,NIFTY1D RATE INDEX
N,EQ,LIQUIDIETF,ICICIPRAMC - ICICILIQ,       999.99,       999.99,      1000.01,       999.98,       999.99,                768454783.78,768456,314,      1029.99,       969.99,S&P BSE LIQUID RATE INDEX
N,EQ,LIQUIDPLUS,MIRAEAMC - LIQUIDPLUS,      1065.97,      1066.13,      1066.13,      1066.11,      1066.12,                505967979.91,474591,196,      1240.88,       994.83,NIFTY 1D RATE INDEX
N,EQ,LIQUIDSBI,SBIAMC - LIQUIDSBI,      1000.00,       999.99,      1000.01,       999.99,      1000.00,                  9090994.86,9091,43,      1029.99,       999.00,SBI NIFTY 1D RATE ETF
N,EQ,LIQUIDSHRI,SHRIRAM - LIQUIDSHRI,      1085.59,      1085.76,      1085.76,      1085.74,      1085.75,                  7906445.59,7282,35,      1095.15,      1030.43,SHRIRAM NIFTY 1D RATE LIQUID ETF
N,EQ,LOWVOL,MIRAEAMC - MANV30F,       214.98,       214.05,       214.79,       214.05,       214.74,                   153494.14,716,14,       216.93,       179.33,MIRAE ASSET NIFTY 100 LOW VOLATILITY 30 ETF
N,EQ,LOWVOL1,KOTAKMAMC - KOTAKLOVOL,        21.94,        21.93,        22.00,        21.59,        21.90,                  3326407.90,152480,210,        22.90,        18.16,KOTAK NIFTY 100 LOW VOL 30 ETF
N,EQ,LOWVOLIETF,ICICI PR NIF LW VL 30 ETF,        23.09,        23.29,        23.29,        22.95,        23.02,                 22961954.82,998864,1259,        23.78,        19.03,NIFTY 100 LOW VOLATILITY 30 INDEX
N,EQ,LTGILTBEES,NIP IND ETF LONGTERM GILT,        29.21,        29.22,        29.23,        29.15,        29.18,                 40612022.70,1392141,872,        30.13,        26.65,NIFTY 8-13 YR G-SEC INDEX
N,EQ,LTGILTCASE,ZERODHAAMC - LTGILTCASE,        29.76,        30.65,        30.65,        29.67,        29.74,                  2687664.97,90395,263,        30.72,        28.71,NIFTY 8-13 YR G-SEC INDEX
N,EQ,MAFANG,MIRAEAMC - MAFANG,       170.28,       170.28,       170.28,       170.20,       170.28,                 67014507.89,393556,5508,       178.78,       100.00,NYSE FANG+ TOTAL RETURN INDEX
N,EQ,MAHKTECH,MIRAEAMC - MAHKTECH,        25.47,        25.51,        25.51,        25.51,        25.51,                  4485346.77,175827,390,        35.59,        16.91,HANG SENG TECH TOTAL RETURN INDEX
N,EQ,MAKEINDIA,MIRAEAMC - MAMFGETF,       153.93,       156.23,       156.23,       153.35,       154.27,                  2283320.35,14820,203,       160.24,       119.50,NIFTY INDIA MANUFACTURING TOTAL RETURN INDEX
N,EQ,MANUFGBEES,NIPPONAMC - MANUFGBEES,       151.90,       149.25,       153.21,       149.25,       151.71,                   553960.84,3649,71,       160.69,       142.50,NIFTY INDIA MANUFACTURING TRI
N,EQ,MASPTOP50,MIRAEAMC - MASPTOP50,        71.39,        72.48,        72.48,        71.41,        72.46,                 19131877.61,264344,3330,        72.48,        40.86,S&P 500 TOP 50 TOTAL RETURN INDEX
N,EQ,METAL,MIRAEAMC - METAL,        10.85,        11.12,        11.50,        10.80,        11.08,                 79189053.51,7206881,7671,        12.69,         7.73,NIFTY METAL TOTAL RETURN INDEX
N,EQ,METALIETF,ICICIPRAMC - METALIETF,        10.83,        11.10,        11.11,        10.81,        11.06,                535165116.06,48879006,26797,        11.11,         7.35,NIFTY METAL INDEX
N,EQ,MID150,KOTAKMAMC - MID150,        22.42,        22.79,        22.79,        22.19,        22.31,                  2063631.30,91881,519,        25.49,        17.98,NIFTY MIDCAP 150 INDEX
N,EQ,MID150BEES,NIP IND ETF MIDCAP 150,       227.79,       229.90,       229.90,       226.41,       227.10,                 94925035.71,417832,5099,       239.00,       179.00,NIFTY MIDCAP 150 TRI
N,EQ,MID150CASE,ZERODHAAMC - MID150CASE,        11.04,        11.31,        11.31,        10.80,        11.03,                 17425898.63,1581363,5167,        12.00,         7.66,ZERODHA NIFTY MIDCAP 150 ETF
N,EQ,MIDCAP,KOTAKMAMC - KOTAKMID50,       174.54,       175.41,       175.41,       172.99,       173.13,                 16772273.44,96616,808,       183.48,       134.98,NIFTY MIDCAP 50 INDEX
N,EQ,MIDCAPADD,DSPAMC - MIDCAPADD,        22.08,        22.06,        22.13,        21.99,        21.99,                   133919.11,6082,23,        22.47,        21.75,NIFTY MIDCAP 150 INDEX
N,EQ,MIDCAPBETA,UTIAMC-MIDCAPBETA,       223.72,       222.71,       223.00,       221.06,       222.99,                   137680.94,619,41,       235.48,       174.82,UTI NIFTY MIDCAP 150 EXCHANGE TRADED FUND (ETF)
N,EQ,MIDCAPETF,MIRAEAMC - MAM150ETF,        22.52,        23.08,        23.20,        22.40,        22.44,                 32883805.71,1464642,8529,        23.50,        16.00,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY MIDCAP 150 ETF
N,EQ,MIDCAPIETF,ICICIPRAMC - ICICIM150,        22.82,        23.01,        23.01,        22.64,        22.73,                 23487085.38,1034227,2016,        24.00,        17.80,NIFTY MIDCAP 150
N,EQ,MIDQ50ADD,DSPAMC - DSPQ50ETF,       245.55,       246.06,       246.06,       244.25,       244.77,                   548702.84,2242,97,       264.64,       191.97,NIFTY MIDCAP 150 QUALITY 50 INDEX
N,EQ,MIDSELIETF,ICICI PRUD MIDCAP SEL ETF,        18.37,        18.02,        18.92,        18.02,        18.33,                  4466166.71,244429,887,        20.00,        13.86,S&P BSE MIDCAP SELECT INDEX
N,EQ,MIDSMALL,MIRAEAMC - MIDSMALL,        47.75,        47.75,        47.76,        47.09,        47.30,                 12339382.38,260710,1837,        53.50,        40.00,MIRAE ASSET NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100 ETF
N,EQ,MNC,KOTAKMAMC - KOTAKMNC,        30.96,        30.97,        31.11,        30.74,        30.99,                   741383.59,23976,260,        31.38,        24.52,KOTAK NIFTY MNC ETF
N,EQ,MOALPHA50,MOTILALAMC - MOALPHA50,        50.26,        50.21,        50.36,        50.04,        50.36,                   117336.11,2338,26,        54.38,        46.05,NIFTY ALPHA 50 TOTAL RETURN INDEX
N,EQ,MOCAPITAL,MOTILALAMC - MOCAPITAL,        46.48,        47.87,        47.87,        46.00,        46.13,                 11197343.20,242207,1934,        51.13,        29.20,NIFTY CAPITAL MARKET TOTAL RETURN INDEX
N,EQ,MODEFENCE,MOTILALAMC - MODEFENCE,        84.85,        85.59,        85.85,        83.51,        84.19,                214056498.65,2543369,10486,       102.00,        55.21,NIFTY INDIA DEFENCE TOTAL RETURN INDEX
N,EQ,MOENERGY,MOTILALAMC - MOENERGY,        34.96,        35.26,        35.26,        34.64,        34.93,                  6084480.40,174048,265,        37.88,        33.50,NIFTY ENERGY INDEX
N,EQ,MOGOLD,MOTILALAMC - MOGOLD,       137.45,       136.45,       136.45,       132.00,       133.25,                173739926.10,1305636,1925,       139.00,        96.30,DOMESTIC PRICE OF PHYSICAL GOLD
N,EQ,MOGSEC,MOTILALAMC - G5,        62.78,        62.96,        62.98,        62.72,        62.92,                 11431405.23,181712,26,        65.80,        57.00,NIFTY 5 YR BENCHMARK G-SEC INDEX
N,EQ,MOHEALTH,MOTILALAMC - MOHEALTH,        44.18,        44.57,        44.57,        43.79,        44.04,                  4110829.73,93397,786,        47.57,        37.93,MOTILAL OSWAL S&P BSE HEALTHCARE ETF
N,EQ,MOINFRA,MOTILALAMC - MOINFRA,        59.29,        59.29,        59.29,        58.79,        59.11,                   113923.33,1928,39,        63.80,        56.28,BSE INDIA INFRASTRUCTURE TOTAL RETURN INDEX
N,EQ,MOIPO,MOTILALAMC - MOIPO,        46.48,        46.14,        46.15,        46.12,        46.14,                    60377.10,1309,5,        53.00,        45.20,BSE SELECT IPO TOTAL RETURN INDEX
N,EQ,MOLOWVOL,MOTILALAMC - MOLOWVOL,        38.74,        38.74,        38.81,        38.63,        38.79,                    23372.69,604,37,        39.79,        33.05,NIFTY MIDCAP 100 TRI
N,EQ,MOM100,MOTILAL OS MIDCAP100 ETF,        64.57,        64.79,        64.79,        63.89,        64.57,                 43260298.66,671678,2396,        66.59,        50.30,NIFTY MIDCAP 100
N,EQ,MOM30IETF,ICICIPRAMC - ICICIMOM30,        31.59,        31.86,        31.90,        31.42,        31.77,                536903948.11,16968954,6334,        35.00,        25.00,ICICI PRUDENTIAL NIFTY 200 MOMENTUM 30 ETF
N,EQ,MOM50,MOTILAL OSWAL M50 ETF,       269.40,       269.40,       270.47,       268.33,       270.18,                  6331847.64,23589,119,       279.09,       218.00,NIFTY 50
N,EQ,MOMENTUM,BIRLASLAMC - MOMENTUM,        31.47,        31.52,        31.52,        31.01,        31.35,                  3038363.21,97243,596,        34.57,        25.75,ADITYA BIRLA SUN LIFE NIFTY 200 MOMENTUM 30 ETF
N,EQ,MOMENTUM30,KOTAKMAMC - MOMENTUM30,        31.04,        31.05,        31.20,        30.41,        30.62,                   875193.26,28521,143,        37.38,        30.41,NIFTY 200 MOMENTUM 30 INDEX
N,EQ,MOMENTUM50,MOTILALAMC - MOMENTUM50,        52.58,        53.00,        53.16,        52.19,        52.60,                 73083738.06,1386374,1962,        59.97,        42.40,NIFTY 500 MOMENTUM 50 TOTAL RETURN INDEX
N,EQ,MOMGF,MOTILALAMC - MOMGF,       151.44,       151.50,       151.50,       150.79,       151.06,                    60235.07,399,12,       182.16,       139.07,NIFTY INDIA MANUFACTURING TOTAL RETURN INDEX
N,EQ,MOMIDMTM,MOTILALAMC - MOMIDMTM,        63.03,        63.67,        63.67,        62.40,        62.99,                  1089482.25,17308,232,        66.73,        59.48,NIFTY MIDCAP 150 MOMENTUM 50 TOTAL RETURN INDEX
N,EQ,MOMOMENTUM,MOTILALAMC - MOMOMENTUM,        63.00,        63.39,        63.50,        62.60,        63.20,                  6886004.52,109097,502,        68.43,        51.21,NIFTY 200 MOMENTUM 30 TOTAL RETURN INDEX
N,EQ,MON100,MOTILAL OS NASDAQ100 ETF,       230.47,       231.48,       231.60,       229.52,       231.24,                153500507.28,666429,13919,       258.80,       159.30,NASDAQ100
N,EQ,MON50EQUAL,MOTILALAMC - MON50EQUAL,        33.33,        33.33,        33.37,        33.23,        33.34,                    98037.08,2943,23,        34.50,        29.78,NIFTY 50 EQUAL WEIGHT TOTAL RETURN INDEX
N,EQ,MONEXT50,MOTILALAMC - MONEXT50,        68.26,        68.26,        68.81,        67.77,        68.40,                   177772.49,2605,41,        72.30,        63.54,NIFTY NEXT 50 TOTAL RETURN INDEX
N,EQ,MONIFTY100,MOTILALAMC - MONIFTY100,        26.59,        26.60,        26.65,        26.43,        26.62,                   165878.69,6242,21,        27.97,        25.85,NIFTY 100 TOTAL RETURN INDEX
N,EQ,MONIFTY500,MOTILALAMC - MONIFTY500,        24.15,        24.23,        24.26,        24.06,        24.14,                  8845371.41,366824,1260,        24.71,        19.50,MOTILAL OSWAL NIFTY 500 ETF
N,EQ,MONQ50,MOTILALAMC - MONQ50,        99.36,        99.36,        99.69,        98.11,        99.20,                  6636452.10,67049,1692,       104.31,        61.31,NASDAQ Q-50 TOTAL RETURN INDEX
N,EQ,MOPSE,MOTILALAMC - MOPSE,        98.05,        98.05,        98.49,        97.51,        98.48,                   412684.42,4217,12,       108.00,        92.55,NIFTY PSE TOTAL RETURN INDEX
N,EQ,MOQUALITY,MOTILALAMC - MOQUALITY,       199.57,       200.56,       200.56,       198.00,       198.80,                   708789.24,3561,35,       202.28,       162.15,MOTILAL OSWAL S&P BSE QUALITY ETF
N,EQ,MOREALTY,MOTILALAMC - MOREALTY,        87.71,        88.14,        88.16,        86.44,        87.08,                 46074427.99,529479,3331,       110.00,        77.00,MOTILAL OSWAL NIFTY REALTY ETF
N,EQ,MOSERVICE,MOTILALAMC - MOSERVICE,        33.65,        33.66,        33.84,        33.45,        33.61,                    70967.39,2116,26,        35.37,        33.45,NIFTY SERVICES SECTOR TOTAL RETURN INDEX
N,EQ,MOSILVER,MOTILALAMC - MOSILVER,       233.20,       240.20,       240.20,       220.30,       226.71,                157712072.70,697929,3627,       248.00,       112.32,DOMESTIC PRICE OF PHYSICAL SILVER
N,EQ,MOSMALL250,MOTILALAMC - MOSMALL250,        16.56,        16.75,        16.78,        16.40,        16.55,                 10321211.60,625458,2437,        18.60,        13.22,MOTILAL OSWAL NIFTY SMALLCAP 250 ETF
N,EQ,MOTOUR,MOTILALAMC - MOTOUR,        85.32,        85.32,        86.15,        84.50,        85.08,                   691047.04,8124,203,        97.20,        82.66,NIFTY INDIA TOURISM TOTAL RETURN INDEX
N,EQ,MOVALUE,MOTILALAMC - MOVALUE,       113.69,       114.04,       114.90,       113.01,       114.72,                 11557172.17,101156,601,       117.23,        85.91,MOTILAL OSWAL S&P BSE ENHANCED VALUE ETF
N,EQ,MSCIADD,DSPAMC - MSCIADD,        30.54,        30.49,        30.57,        30.45,        30.51,                   119854.49,3930,17,        33.82,        30.09,MSCI INDIA INDEX
N,EQ,MSCIINDIA,KOTAKMAMC - MSCIINDIA,        30.84,        31.17,        32.01,        30.59,        31.37,                  1695278.56,54386,189,        32.14,        25.60,MSCI INDIA INDEX
N,EQ,MULTICAP,MIRAEAMC - MULTICAP,        16.47,        16.47,        16.48,        16.39,        16.45,                  4910386.31,299025,457,        17.03,        13.43,NIFTY500 MULTICAP 50:25:25 INDEX
N,EQ,NETF,TATAAML - NETF,       280.84,       281.30,       281.77,       278.69,       280.30,                   370095.36,1318,90,       292.00,       227.05,TATA NIFTY 50 EXCHANGE TRADED FUND
N,EQ,NEXT30ADD,DSPAMC - NEXT30ADD,        40.34,        40.39,        40.55,        40.28,        40.53,                   115828.90,2865,42,        40.98,        32.27,BSE SENSEX NEXT 30 INDEX
N,EQ,NEXT50,MIRAEAMC - MANXT50,       705.03,       703.85,       706.70,       700.54,       704.85,                 11470598.26,16295,377,       732.49,       573.45,NIFTY NEXT 50
N,EQ,NEXT50BETA,UTIAMC-NEXT50BETA,        73.60,        73.59,        73.97,        73.21,        73.78,                  5079981.76,69154,537,        79.10,        59.90,NIFTY NEXT 50
N,EQ,NEXT50IETF,ICICIPRAMC - ICICINXT50,        72.18,        74.35,        74.35,        71.85,        72.20,                 51107663.25,709180,3906,        74.97,        58.70,NIFTY NEXT 50
N,EQ,NIF100BEES,NIP IND ETF NIFTY 100,       280.11,       280.10,       280.83,       278.01,       280.24,                  2674804.89,9556,405,       290.00,       230.35,NIFTY 100 TRI
N,EQ,NIF100IETF,ICICI PRUD NIFTY 100 ETF,        29.48,        29.55,        29.55,        29.30,        29.46,                  2913369.40,98971,809,        30.52,        23.85,NIFTY 100
N,EQ,NIFTY1,KOTAK NIFTY ETF,       285.13,       284.01,       286.32,       284.01,       285.80,                 86306367.19,302650,1441,       320.00,       238.25,NIFTY 50
N,EQ,NIFTY100EW,KOTAKMAMC - NIFTY100EW,        34.26,        34.26,        34.43,        33.58,        33.91,                   946759.17,27966,211,        35.23,        24.25,NIFTY 100 EQUAL WEIGHT INDEX
N,EQ,NIFTYADD,DSPAMC - DSPNIFTY,       271.24,       271.24,       272.17,       270.49,       272.08,                340599416.47,1255675,694,       300.00,       225.66,NIFTY 50 INDEX
N,EQ,NIFTYBEES,NIP IND ETF NIFTY BEES,       293.15,       293.54,       293.58,       291.95,       293.32,               2357223405.18,8060541,40093,       302.25,       231.30,NIFTY 50
N,EQ,NIFTYBETA,UTIAMC-NIFTYBETA,       287.32,       287.32,       287.32,       284.52,       285.77,                 20129785.52,70578,335,       297.48,       235.00,NIFTY 50
N,EQ,NIFTYBETF,BFAM - NIFTYBETF,       265.27,       264.63,       265.67,       264.50,       265.45,                   751966.11,2834,46,       272.72,       220.50,BAJAJ FINSERV NIFTY 50 ETF
N,EQ,NIFTYCASE,ZERODHAAMC - NIFTYCASE,        10.31,        10.36,        10.36,        10.28,        10.33,                  6239032.85,604810,686,        10.97,        10.09,NIFTY INDEX 50 INDEX
N,EQ,NIFTYETF,MIRAEAMC - MAN50ETF,       280.29,       280.36,       280.53,       279.00,       280.20,                360597883.14,1288170,4415,       285.23,       226.00,NIFTY 50
N,EQ,NIFTYIETF,ICICI PRUD NIFTY ETF,       291.74,       294.36,       294.36,       290.91,       292.04,                116797670.69,400329,8291,       328.24,       234.97,NIFTY 50
N,EQ,NIFTYQLITY,BIRLASLAMC - NIFTYQLITY,        22.15,        22.34,        22.34,        22.05,        22.08,                   427890.15,19355,242,        23.00,        18.30,ADITYA BIRLA SUN LIFE NIFTY 200 QUALITY 30 ETF
N,EQ,NPBET,TATAAML - NPBET,       293.03,       291.10,       294.29,       291.10,       292.82,                    27723.05,95,9,       305.21,       240.38,NIFTY PRIVATE BANK INDEX
N,EQ,NV20,KOTAKMAMC - KTKNV20ETF,       154.41,       155.90,       155.90,       153.42,       154.01,                 17844316.39,116082,199,       161.31,       131.63,NIFTY50 VALUE 20
N,EQ,NV20BEES,NIP IND ETF ETF NV20,       154.45,       155.22,       155.42,       153.88,       154.44,                  2495839.27,16169,222,       161.35,       122.02,NIFTY50 VALUE20 TRI
N,EQ,NV20IETF,ICICI PRUDENTIAL NV20 ETF,        15.11,        15.11,        15.40,        15.03,        15.11,                  3757704.70,248948,2037,        16.00,        11.20,NIFTY50 VALUE 20
N,EQ,OILIETF,ICICIPRAMC - OILIETF,        12.08,        11.77,        12.18,        11.77,        12.08,                 14318713.64,1183255,2131,        12.66,         9.42,NIFTY OIL & GAS INDEX
N,EQ,PHARMABEES,NIPPONAMC - NETFPHARMA,        23.13,        23.35,        23.35,        22.98,        23.15,                 79802254.35,3459641,10013,        24.65,        19.47,NIFTY PHARMA TRI
N,EQ,PSUBANK,KOTAK PSU BANK,       825.40,       816.39,       843.72,       816.39,       841.60,                375970554.08,449057,698,       870.00,       552.00,NIFTY PSU BANK
N,EQ,PSUBANKADD,DSPAMC - DSPPSBKETF,        83.39,        84.64,        84.75,        82.64,        84.25,                  6870776.15,81870,252,        87.47,        55.47,DSP NIFTY PSU BANK ETF
N,EQ,PSUBNKBEES,NIP IND ETF PSU BANK BEES,        92.09,        91.11,        94.20,        91.11,        93.89,                642068178.19,6880173,9930,        97.66,        61.54,NIFTY PSU BANK
N,EQ,PSUBNKIETF,ICICIPRAMC - PSUBANKICI,        83.62,        83.50,        86.52,        83.05,        85.26,                 15176968.31,179202,742,        87.80,        55.80,ICICI PRUDENTIAL NIFTY PSU BANK ETF
N,EQ,PVTBANIETF,ICICIPRAMC - ICICIBANKP,        28.53,        28.67,        28.67,        28.44,        28.61,                 14050792.95,492038,899,        29.44,        22.23,NIFTY PRIVATE BANK INDEX
N,EQ,PVTBANKADD,DSPAMC - DSPPVBKETF,        28.64,        28.66,        28.77,        28.61,        28.76,                   458651.15,15990,86,        29.70,        23.63,DSP NIFTY PRIVATE BANK ETF
N,EQ,QGOLDHALF,QUANTUM GOLD FUND,       113.37,       112.36,       112.37,       108.00,       111.10,                 15382423.07,139177,1092,       116.25,        63.52,GOLD
N,EQ,QNIFTY,QUANTUM NIFTY 50 ETF,      2842.27,      2834.00,      2842.00,      2824.00,      2838.00,                  4496890.19,1585,71,      2880.00,      2364.00,NIFTY 50
N,EQ,QUAL30IETF,ICICIPRAMC - ICICIQTY30,        21.95,        21.95,        22.02,        21.83,        21.86,                   742736.68,33953,177,        22.72,        18.00,ICICI PRUDENTIAL NIFTY 200 QUALITY 30 ETF
N,EQ,QUALITY30,KOTAKMAMC - QUALITY30,        21.54,        21.55,        21.68,        21.35,        21.49,                   165109.19,7676,14,        22.09,        19.51,NIFTY200 QUALITY 30 INDEX
N,EQ,SBIBPB,SBIAMC - SBIBPB,        48.11,        48.25,        49.20,        47.91,        49.09,                  3103875.99,63513,369,        53.29,        34.37,BSE PSU BANK INDEX TRI
N,EQ,SBIETFCON,SBIAMC - SBIETFCON,       125.49,       127.37,       127.37,       124.60,       125.63,                  1299282.70,10360,187,       133.97,       101.64,NIFTY INDIA CONSUMPTION INDEX
N,EQ,SBIETFIT,SBIAMC - SBIETFIT,       419.95,       422.75,       422.75,       416.05,       416.85,                  1827434.08,4372,200,       510.00,       335.00,NIFTY IT INDEX
N,EQ,SBIETFPB,SBIAMC - SBIETFPB,       289.05,       292.90,       292.90,       287.15,       289.06,                  1117074.05,3866,88,       299.88,       235.89,NIFTY PRIVATE BANK INDEX
N,EQ,SBIETFQLTY,SBIAMC - SBIETFQLTY,       231.05,       232.20,       232.20,       229.02,       229.41,                   435836.07,1895,66,       238.92,       191.50,NIFTY 200 QUALITY 30 INDEX
N,EQ,SBILIQETF,SBIAMC - SBILIQETF,      1020.40,      1030.00,      1030.00,      1018.98,      1020.55,                580981786.34,569293,88,      1030.00,       984.99,NIFTY 1D RATE INDEX
N,EQ,SBINEQWETF,SBIAMC - SBINEQWETF,        33.42,        33.78,        33.78,        33.24,        33.28,                   899581.60,26964,202,        34.41,        27.30,NIFTY50 EQUAL WEIGHT
N,EQ,SBISILVER,SBIAMC - SBISILVER,       226.18,       225.49,       225.49,       216.55,       224.92,               1817458988.53,8169812,42772,       249.40,        85.26,SBI SILVER ETF
N,EQ,SDL26BEES,RELCAPAMC-NETFSDL26,       137.87,       137.87,       139.40,       135.01,       136.19,                   462802.19,3405,78,       143.99,       124.95,NIFTY SDL APR 2026 TOP 20 EQUAL WEIGHT INDEX
N,EQ,SELECTIPO,MIRAEAMC - SELECTIPO,        46.05,        46.05,        46.05,        45.88,        46.00,                   212712.14,4629,113,        57.75,        35.40,BSE SELECT IPO INDEX
N,EQ,SENSEXADD,DSPAMC - DSPSENXETF,        86.80,        86.82,        87.00,        86.42,        86.99,                   171498.92,1977,58,        88.20,        72.00,DSP S&P BSE SENSEX ETF
N,EQ,SENSEXBETA,UTIAMC-SENSEXBETA,       929.67,       952.91,       952.91,       928.89,       929.68,                   602019.35,646,78,       952.91,       779.95,SENSEX
N,EQ,SENSEXETF,MIRAEAMC - SENSEXETF,        86.68,        86.51,        86.97,        86.50,        86.84,                   824144.51,9507,234,        88.30,        72.01,MIRAE ASSET S&P BSE SENSEX ETF
N,EQ,SENSEXIETF,ICICI PRUD SENSEX ETF,       967.66,       970.74,       970.74,       962.70,       966.40,                  4302952.21,4453,378,       999.84,       812.04,SENSEX
N,EQ,SETF10GILT,SBIAMC - SETF10GILT,       259.90,       258.91,       259.89,       258.90,       259.51,                  2217884.73,8541,53,       265.63,       241.01,NIFTY 10 YR BENCHMARK G-SEC INDEX
N,EQ,SETFGOLD,SBI-ETF GOLD,       116.80,       113.88,       119.38,       113.70,       114.64,               1294715654.64,11303241,20172,       119.66,        64.96,GOLD
N,EQ,SETFNIF50,SBI-ETF NIFTY 50,       277.27,       278.84,       279.69,       276.50,       277.31,                181847244.17,656406,8355,       286.41,       227.33,NIFTY 50
N,EQ,SETFNIFBK,SBI-ETF NIFTY BANK,       602.63,       605.93,       606.99,       601.00,       606.15,                373462556.89,617883,562,       625.74,       465.64,NIFTY BANK
N,EQ,SETFNN50,SBI-ETF NIFTY NEXT 50,       732.30,       732.88,       734.00,       728.00,       733.40,                 11429742.27,15626,1018,       766.90,       585.51,NIFTY NEXT 50
N,EQ,SHARIABEES,NIP IND ETF SHARIAH BEES,       516.85,       516.85,       518.91,       515.00,       515.72,                  1451524.85,2813,357,       547.54,       450.10,SHARIAH
N,EQ,SILVER,BIRLASLAMC - SILVER,       226.16,       224.99,       232.84,       219.78,       231.74,               1755191459.51,7752801,44656,       251.99,        86.75,PHYSICAL PRICE OF SILVER
N,EQ,SILVER1,KOTAKMAMC - KOTAKSILVE,       223.51,       218.98,       224.59,       215.00,       222.20,                575381626.75,2613310,11876,       244.70,        84.09,KOTAK SILVER ETF
N,EQ,SILVER360,360ONEAMC - SILVER360,       218.51,       223.97,       224.92,       211.02,       223.64,                 49907922.62,227106,2916,       240.00,        78.40,COMMODITY-SILVER
N,EQ,SILVERADD,DSPAMC - DSPSILVETF,       219.10,       222.80,       222.86,       212.03,       221.54,                896903822.98,4097912,15268,       243.99,        83.51,DSP SILVER ETF
N,EQ,SILVERAG,MIRAEAMC - MASILVER,       221.19,       215.06,       224.86,       213.96,       222.37,                290420540.00,1316471,10128,       249.40,        84.52,MIRAE ASSET SILVER ETF
N,EQ,SILVERBEES,NIPPONAMC - NETFSILVER,       218.25,       217.49,       219.85,       210.00,       218.21,              26393974423.79,122080395,363172,       243.29,        77.55,DOMESTIC PRICE OF SILVER- BASED ON LBMA SILVER DAILY SPOT FIXING PRICE
