MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,N7,99AEL29,SEC RE NCD 9.90% SR VII,      1060.00,      1062.11,      1068.90,      1060.00,      1068.90,                  1114396.40,1051, ,9,      1165.00,      1015.00
N,N7,NIDOZC26,SEC RED NCD SR. VII,      2418.00,      2427.80,      2427.80,      2427.80,      2427.80,                     9711.20,4, ,2,      2450.00,      1920.21
N,N8,764HUDCO31,7.64% TAX FREETRI SR2B,      1164.01,      1164.00,      1169.00,      1164.00,      1169.00,                   969672.85,833, ,7,      1179.99,      1081.20
N,N8,865SCL26,SEC RED NCD 8.65% SR. V,      1010.00,      1010.00,      1010.00,      1010.00,      1010.00,                    15150.00,15, ,1,      1015.00,       930.40
N,N8,892PFCL33,8.92% TAX FREE NCD,      1234.00,      1232.01,      1243.00,      1232.01,      1236.87,                  1409222.16,1139, ,45,      1343.00,      1219.99
N,N9,735NHAI31,TAX FREE7.35% SR.IIA,      1132.00,      1130.71,      1130.71,      1130.71,      1130.71,                    11307.10,10, ,1,      1340.90,      1075.10
N,N9,769HUDCO31,7.69% TAX FREETRII SR2B,      1100.99,      1100.00,      1100.00,      1100.00,      1100.00,                   110000.00,100, ,2,      1173.00,      1083.01
N,N9,820IIFL27,SEC RE NCD 8.20% SR.III,       983.00,       983.10,       983.10,       983.05,       983.05,                   491531.15,500, ,4,      1000.00,       943.00
N,N9,871REC28,BOND 8.71% TAX FREE S2B,      1089.99,      1091.80,      1092.00,      1090.50,      1091.07,                   240016.20,220, ,8,      1179.99,      1075.00
N,N9,885SCL26,SEC RED NCD 8.85% SR. VI,      1020.00,       991.00,      1000.55,       991.00,      1000.55,                     6994.30,7, ,3,      1076.25,       952.57
N,N9,895AEL27,AEL 8.95% 2027 SR I,      1027.01,      1025.88,      1025.88,      1025.88,      1025.88,                    51294.00,50, ,1,      1094.00,       935.10
N,NA,1035UCL26,SEC RE NCD 10.35% SR III,       218.00,       218.00,       218.00,       210.00,       210.00,                     1930.00,9, ,3,       968.00,       210.00
N,NA,1040NFL26,SEC RE NCD 10.40% SR.II,      1001.00,      1004.00,      1004.00,      1000.00,      1000.00,                    47014.00,47, ,3,      1040.00,       850.20
N,NA,76NHAI31,TAX FREE7.60% SR.IIB,      1150.00,      1150.00,      1151.00,      1148.53,      1149.82,                   650916.94,566, ,19,      1180.00,      1086.00
N,NA,84TCHF28,SEC RED NCD 8.40% SR.V,      1019.00,      1018.01,      1018.01,      1018.00,      1018.00,                    32576.01,32, ,2,      1099.00,      1002.00
N,NA,862REC33,BOND 8.62% TAX FREE S3B,      1228.00,      1228.00,      1228.00,      1228.00,      1228.00,                    19648.00,16, ,2,      1299.79,      1190.00
N,NA,865IRFC29,BOND 8.65% PA TF TI-SIIB,      1159.00,      1160.59,      1160.59,      1160.59,      1160.59,                     1160.59,1, ,1,      1389.90,      1090.00
N,NA,957IIFLS27,SEC RE NCD 9.57% SR III,       990.00,       990.00,       990.00,       990.00,       990.00,                    69300.00,70, ,2,      1021.00,       930.00
N,NA,9PCHFL31A,SEC RE NCD 9% SR.V,      1045.00,      1048.90,      1048.90,      1048.90,      1048.90,                     1048.90,1, ,1,      1089.80,       985.00
N,NB,1090NFL26,SEC RE NCD 10.90% SR.III,      1072.80,      1074.80,      1074.80,      1074.80,      1074.80,                    78460.40,73, ,1,      1074.80,       950.00
N,NB,IIFLHFZC27,SEC RE NCD 0% SR.V,      1370.00,      1340.80,      1340.80,      1340.80,      1340.80,                    53632.00,40, ,1,      1370.00,       985.00
N,NB,TCHF30,UN SE RE NCD 8.55% SR.VI,      1060.00,      1033.50,      1056.75,      1033.50,      1045.91,                   440750.70,421, ,10,      1131.25,      1000.00
N,NC,1065NFL27,SEC RE NCD 10.65% SR.IV,      1015.00,      1016.00,      1016.00,      1015.00,      1015.62,                     8125.00,8, ,2,      1200.00,       950.01
N,NC,11UCL26,SEC RE NCD 11% SR V,      1094.90,      1075.20,      1075.20,      1075.20,      1075.20,                     2150.40,2, ,2,      1240.30,       880.25
N,NC,729NHAI26,TAX FREE 7.29% SR. IB,      1026.00,      1027.99,      1027.99,      1023.05,      1023.75,                   211994.05,207, ,3,      1085.00,       983.55
N,NC,753NTPC30E,TFB 7.53% 2030 SR. 2B,      1095.00,      1095.00,      1095.00,      1095.00,      1095.00,                   102930.00,94, ,2,      1198.00,      1073.12
N,NC,843IHFL29,SEC RE NCD 8.43% SR.VI,       965.00,       984.00,       987.00,       984.00,       987.00,                     9864.00,10, ,2,       994.00,       875.40
N,NC,885TCAPS29,UNSERENCD8.85%SRIVCIII&IV,      1179.00,      1086.00,      1086.00,      1083.00,      1083.00,                     3252.00,3, ,2,      1190.00,      1005.00
N,NC,915AEL28,AEL 9.15% 2028 SR IV,      1050.00,      1050.00,      1052.00,      1050.00,      1051.71,                   243911.59,232, ,9,      1055.00,       990.60
N,ND,762NTPC35F,TFB 7.62% 2035 SR. 3B,      1183.00,      1194.90,      1194.90,      1194.90,      1194.90,                     1194.90,1, ,1,      1293.00,      1152.00
N,ND,876HUDCO28,8.76% TAX FREETRI SR2B,      1102.65,      1100.01,      1107.00,      1100.01,      1107.00,                   452890.50,410, ,5,      1270.00,      1072.00
N,ND,965SCL30,SCL 9.65% 2030 SR VII,       999.00,       990.00,       990.00,       990.00,       990.00,                    24750.00,25, ,1,       999.00,       990.00
N,ND,AEL170725,AEL 0% 2028 SR V,      1030.00,      1020.00,      1033.00,      1020.00,      1033.00,                    41950.00,41, ,2,      1055.00,       995.00
N,NE,10IIFL28A,UNSE RE NCD 10% SR.I,      1062.00,      1058.75,      1064.94,      1058.75,      1060.00,                   793083.64,748, ,21,      1111.00,       934.00
N,NE,769NHAI31,TAX FREE 7.69% SR. IIB,      1111.73,      1114.90,      1115.00,      1114.90,      1115.00,                  1315642.80,1180, ,13,      1210.00,      1089.11
N,NE,850CIFCL26,SEC RE NCD 8.50% SR 3,      1004.00,      1004.00,      1004.00,      1004.00,      1004.00,                    24096.00,24, ,1,      1079.99,       975.81
N,NE,888IRFC29,BOND 8.88% PA TF TII-SIIB,      1161.05,      1163.00,      1163.69,      1163.00,      1163.27,                   412951.25,355, ,6,      1354.90,      1105.00
N,NE,901HUDCO34,9.01% TAX FREETRII SR3B,      1233.54,      1244.00,      1250.00,      1243.00,      1245.95,                  2262820.99,1816, ,59,      1341.99,      1211.00
N,NE,915SCL26,UNS RED NCD 9.15% SR.IX,       999.90,      1007.00,      1007.00,      1006.00,      1006.00,                    70470.00,70, ,2,      1229.00,       925.41
N,NF,1015UCL27,UCL 10.15% SR III,       994.20,       990.01,       993.00,       990.01,       993.00,                     4959.02,5, ,2,      1049.00,       950.00
N,NF,96IIFL28A,UNSE RE NCD 9.6% SR.II,       995.12,       995.29,       999.00,       995.29,       998.94,                  1885752.05,1889, ,18,       999.99,       890.00
N,NG,AEL170725A,AEL 0% 2030 SR VIII,      1040.00,      1035.00,      1035.00,      1035.00,      1035.00,                     7245.00,7, ,1,      1047.95,       951.01
N,NG,IIFLZC28,UNSE RE NCD 0% SR.III,      1540.00,      1565.49,      1565.49,      1565.49,      1565.49,                    15654.90,10, ,1,      1565.49,      1112.10
N,NH,1050UCL28,UCL 10.50% SR V,      1015.00,      1015.00,      1015.00,       995.00,      1005.03,                    97486.00,97, ,9,      1055.00,       951.10
N,NH,925SCL30A,SCL 9.25% 2030 SR IX,       999.99,       920.00,       930.00,       920.00,       930.00,                    18500.00,20, ,2,      1080.50,       880.20
N,NI,812REC27,8.12/8.32% TAX FREE NCD,      1070.21,      1073.50,      1073.50,      1073.50,      1073.50,                   107350.00,100, ,2,      1170.00,      1032.00
N,NJ,753IRFC30,TAX FREE  7.53% SR. 103 A,      1096.01,      1098.99,      1099.00,      1097.50,      1099.00,                   455912.25,415, ,13,      1210.00,      1074.00
N,NJ,82IGT31,SEC RE NCD 8.20% SR.V,      1062.20,      1070.00,      1070.00,      1069.99,      1069.99,                     9629.92,9, ,4,      1156.05,      1003.75
N,NJ,875CIFC23B,SEC RE NCD 8.45% SR 1,      1065.20,      1076.80,      1076.80,      1076.80,      1076.80,                    75376.00,70, ,2,      1090.20,       999.00
N,NJ,943ECL28,SEC RED NCD 9.43% SR. VI,       995.99,       996.97,       996.97,       995.00,       995.00,                   149348.50,150, ,2,      1074.00,       822.00
N,NK,985ECL28,SEC RED NCD 9.85% SR. VII,      1017.00,      1014.00,      1016.06,      1014.00,      1016.06,                   806352.18,794, ,4,      1098.00,       954.00
N,NL,797IGT31,SEC RE NCD 7.97% SR.VI,      1020.15,      1020.00,      1025.00,      1018.78,      1019.87,                  1199478.48,1176, ,5,      1110.00,       980.00
N,NL,842IIFL26,SEC RE NCD 8.42% SR.V,       991.00,       991.00,       991.50,       988.00,       988.06,                   518407.90,524, ,9,       999.89,       945.25
N,NM,1030SFIL28,SEC RE NCD 10.30% SR.VII,       665.50,       644.01,       644.01,       644.01,       644.01,                    14812.23,23, ,1,      1038.00,       520.00
N,NM,875IIFL26,SEC RE NCD 8.75% SR.VI,      1019.50,      1017.90,      1018.00,      1017.90,      1018.00,                   152695.00,150, ,3,      1063.50,       970.00
N,NM,995SCL2035,SCL 9.95% 2035 SR XII,       979.00,       980.00,       980.00,       980.00,       980.00,                    49000.00,50, ,4,      1000.00,       900.10
N,NN,865LTF26,SERENCD 8.65% SR.VI OP12,      1010.00,      1010.00,      1010.00,      1010.00,      1010.00,                    89890.00,89, ,4,      1156.40,       990.11
N,NO,764IRFC31,TAX FREE  7.64% SR. 108A,      1107.99,      1105.00,      1107.00,      1105.00,      1105.16,                   352545.50,319, ,6,      1170.00,      1085.20
N,NQ,875IIFL26A,SEC RE NCD 8.75% SR.III,      1072.00,      1076.00,      1078.00,      1076.00,      1077.00,                   542808.00,504, ,18,      1080.00,       964.20
N,NR,1015ECL29,SEC RED NCD 10.15% SR. VI,      1018.50,      1020.00,      1022.00,      1016.10,      1016.10,                   786970.80,773, ,15,      1029.00,       965.00
N,NR,IIFLZC26A,SEC RE NCD 0% SR.IV,      1274.00,      1274.00,      1499.89,      1274.00,      1395.57,                   216404.90,163, ,10,      1499.89,      1115.20
N,NS,1060ECL29,SEC RED NCD 10.6% SR. VII,      1005.00,      1006.00,      1006.00,      1004.00,      1005.09,                   210193.98,209, ,6,      1340.00,       890.30
N,NS,865IIFL28,SEC RE NCD 8.65% SR.V,       984.00,       987.99,       990.00,       987.50,       988.00,                  1646555.20,1666, ,14,       991.00,       861.00
N,NS,889SCL26,SEC RE NCD 9.25% SR.VII,      1009.80,      1010.38,      1010.38,      1010.38,      1010.38,                    10103.80,10, ,2,      1096.65,       970.00
N,NV,9IIFL26,IIFL 9% TR I SR I,      1041.80,      1059.75,      1059.80,      1059.75,      1059.76,                   148367.50,140, ,3,      1059.80,       990.00
N,Y3,1025IIFL30,IIFL 10.25% TR I SR IX,      1060.00,      1060.00,      1075.00,      1060.00,      1074.61,                  1499200.00,1403, ,5,      1120.00,      1000.00
N,Y7,990SCL26B,SEC RE NCD 9.9% SR IV,      1000.00,       960.20,       960.20,       960.20,       960.20,                     4801.00,5, ,1,      1078.80,       820.00
N,YI,903SFL28,SEC RED NCD 9.03% SR. II,      1056.99,      1064.00,      1078.00,      1064.00,      1064.00,                   531930.00,495, ,5,      1100.00,      1000.00
N,YL,94SFL28,SEC RED NCD 9.40% SR. V,      1075.96,      1078.00,      1078.00,      1073.00,      1075.00,                   215000.00,200, ,5,      1264.48,      1023.00
N,YS,97SFL28,SEC RED NCD 9.70% SR. V,      1060.00,      1060.00,      1060.00,      1060.00,      1060.00,                   187620.00,177, ,7,      1169.00,       945.00
N,YW,957ICCL25,SEC RED NCD 9.30% SR. II,      1061.73,      1080.00,      1080.00,      1079.95,      1079.95,                   400674.20,371, ,10,      1100.00,      1020.00
N,Z4,1003SCFL31,SEC RE NCD 10.03% SR X,       993.00,       984.00,       984.00,       984.00,       984.00,                    44280.00,45, ,1,       999.00,       799.65
N,ZC,SFLZC26A,SEC RED NCD SR.X,      1809.00,      1812.00,      1812.00,      1780.00,      1797.00,                    55626.00,31, ,4,      1985.00,      1390.00
N,ZI,902SCL27A,SEC RE NCD 9.02% SR V,       969.00,       969.00,       978.00,       969.00,       978.00,                  1168200.00,1200, ,3,       978.00,       845.20
N,ZM,925SCL29A,SEC RE NCD 9.25% SR VIII,       975.00,       950.62,       975.00,       940.00,       975.00,                    42820.52,44, ,5,       977.00,       870.00
N,ZN,971SCL29A,SEC RE NCD 9.71% SR VIII,       910.20,       979.00,       979.00,       979.00,       979.00,                    39160.00,40, ,1,      1025.00,       900.30
N,ZR,1075SCL34,SEC RE NCD 10.75% SR XI,      1025.00,      1025.00,      1025.00,      1025.00,      1025.00,                    28700.00,28, ,2,      1125.00,       900.00
N,ZY,894SCL27,SEC RE NCD 9.80% SR.VII,       890.00,       597.00,       597.00,       597.00,       597.00,                     3582.00,6, ,2,       928.00,       597.00
