GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
 ,Nifty 50 Sec., , , 
 , , , , 
G,GROWWAMC - GROWWNXT50,        70.19,        69.83,0.52
G,SHYAM DHANI INDUSTRIES L,       126.75,       126.10,0.52
G,AUSTRALIAN PREM SOLAR I L,       372.25,       370.35,0.51
G,DEN NETWORKS LTD,        31.38,        31.22,0.51
G,KANDARP DG SMART BPO LTD,       147.20,       146.45,0.51
G,ARVIND FASHIONS LIMITED,       510.55,       507.95,0.51
G,FOODS & INNS LIMITED,        68.74,        68.39,0.51
G,SUN PHARMA ADV.RES.CO.LTD,       135.72,       135.03,0.51
G,DALMIA BHARAT LIMITED,      2147.10,      2136.20,0.51
G,QUANTUM NIFTY 50 ETF,      2872.49,      2858.02,0.51
G,VAKRANGEE LIMITED,         7.99,         7.95,0.50
G,2.5%GOLDBONDS2029SR-VII,     14657.01,     14583.72,0.50
G,A AND M JUMBO BAGS LTD,        10.00,         9.95,0.50
G,ARUNAYA ORGANICS LIMITED,        20.00,        19.90,0.50
G,TAX FREE  7.53% SR. 103 A,      1104.00,      1098.50,0.50
G,MIRAEAMC - SMALLCAP,        44.17,        43.95,0.50
G,SEPC LIMITED,        10.06,        10.01,0.50
G,SUNFLAG IRON AND STEEL CO,       273.45,       272.10,0.50
G,PARAG MILK FOODS LTD.,       304.55,       303.05,0.49
G,INTRASOFT TECH. LTD,        91.59,        91.14,0.49
G,BASF INDIA LTD,      3934.80,      3915.50,0.49
G,GOI LOAN  6.79% 2034,       102.00,       101.50,0.49
G,FACT LTD,       908.05,       903.60,0.49
G,KFIN TECHNOLOGIES LIMITED,      1082.00,      1076.70,0.49
G,MOTILALAMC - MOMNC,        30.65,        30.50,0.49
G,NIRMAN AGRI GENTICS LTD,        61.30,        61.00,0.49
G,BCL INDUSTRIES LIMITED,        32.74,        32.58,0.49
G,SCODA TUBES LIMITED,       163.73,       162.93,0.49
G,REDINGTON LIMITED,       276.30,       274.95,0.49
G,ELEGANZ INTERIORS LIMITED,        92.25,        91.80,0.49
G,SANSTAR LIMITED,        96.46,        95.99,0.49
G,SMARTLINK HOLDINGS LTD,       131.45,       130.81,0.49
G,NOIDA TOLL BRIDGE CO LTD,         4.11,         4.09,0.49
G,SBIAMC - SBIETFIT,       420.97,       418.93,0.49
G,BASILIC FLY STUDIO LTD,       340.50,       338.85,0.49
G,SAMPANN UTPADAN INDIA LTD,        33.06,        32.90,0.49
G,MAITHAN ALLOYS LTD,      1013.30,      1008.40,0.49
G,SBIAMC - SBIETFPB,       294.40,       292.98,0.48
G,MOTILALAMC - MONIFTY100,        26.97,        26.84,0.48
G,MASTER TRUST LIMITED,       118.26,       117.69,0.48
G,VENTIVE HOSPITALITY LTD,       748.15,       744.55,0.48
G,ACC LIMITED,      1748.80,      1740.40,0.48
G,GOLDIAM INTERNATIONAL LTD,       364.55,       362.80,0.48
G,PICTUREPOST STUDIOS LTD,        10.45,        10.40,0.48
G,INDEGENE LIMITED,       522.55,       520.05,0.48
G,INTERNATIO GEMM INS (I) L,       334.60,       333.00,0.48
G,RELIGARE ENTER. LTD.,       249.06,       247.87,0.48
G,ROSSELL TECHSYS LIMITED,       629.85,       626.85,0.48
G,JAI CORP LIMITED,       132.27,       131.64,0.48
G,DIFFUSION ENGINEERS LTD,       336.25,       334.65,0.48
G,HILTON METAL FORGING LTD,        35.79,        35.62,0.48
G,2.50%GOLDBONDS2030SR-X,     15069.00,     14998.00,0.47
G,KOLTE PATIL DEV. LTD.,       393.00,       391.15,0.47
G,HDFCAMC - HDFCNIFIT,        40.41,        40.22,0.47
G,3M INDIA LIMITED,     36170.00,     36000.00,0.47
G,HDFCAMC - HDFCNIF100,        27.66,        27.53,0.47
G,BANK OF MAHARASHTRA,        63.93,        63.63,0.47
G,HPL ELECTRIC & POWER LTD,       407.60,       405.70,0.47
G,NBCC (INDIA) LIMITED,       122.67,       122.10,0.47
G,SEC RED NCD 10% SR. VI,      1041.84,      1037.00,0.47
G,MAHESHWARI LOGISTICS LTD.,        47.55,        47.33,0.46
G,BARAK VALLEY CEM. LTD.,        43.23,        43.03,0.46
G,TASTY BITE EATABLES LTD,      7894.00,      7857.50,0.46
G,TATA TELESERV(MAHARASTRA),        49.79,        49.56,0.46
G,STEEL STRIPS WHEELS LTD.,       210.88,       209.91,0.46
G,M AND B ENGINEERING LTD,       384.20,       382.45,0.46
G,7.69% TAX FREETRII SR2B,      1101.00,      1096.00,0.46
G,SMARTWORKS COWORKING SP L,       507.80,       505.50,0.45
G,JAIPRAKASH POWER VEN. LTD,        17.69,        17.61,0.45
G,MOLD-TEK TECHNOLOGIES LTD,       151.18,       150.50,0.45
G,PRUDENTIAL SUGAR CORPORAT,        20.03,        19.94,0.45
G,JANA SMALL FIN BANK LTD,       423.45,       421.55,0.45
G,GENERAL INS CORP OF INDIA,       379.55,       377.85,0.45
G,DSPAMC - DSPIT,        40.19,        40.01,0.45
G,MAXPOSURE LIMITED,        44.75,        44.55,0.45
G,ICICIPRAMC - ICICIBANKP,        29.16,        29.03,0.45
G,PRISM JOHNSON LIMITED,       139.16,       138.54,0.45
G,MIRAEAMC - SENSEXETF,        87.75,        87.36,0.45
G,TSIIC 9.35% 2028 SR I- B,    101633.00,    101182.00,0.45
G,BTRFLY GANDHI APPL LTD,       643.15,       640.30,0.45
G,DSPAMC - DSPQ50ETF,       248.69,       247.59,0.44
G,KNOWLEDGE REALTY TRUST,       124.37,       123.82,0.44
G,EMAMI PAPER MILLS LIMITED,        88.40,        88.01,0.44
G,RUPA & COMPANY LTD,       161.68,       160.97,0.44
G,DALMIA BHARAT SUG IN LTD,       297.40,       296.10,0.44
G,BLISS GVS PHARMA LTD,       162.82,       162.11,0.44
G,VARDHMAN SPC STEEL LTD,       286.80,       285.55,0.44
G,ICICI PRUD NIFTY 100 ETF,        29.85,        29.72,0.44
G,DEVYANI INTERNATIONAL LTD,       148.07,       147.43,0.43
G,SHAKTI PUMPS (I) LTD,       742.50,       739.30,0.43
G,ENERGY MISSION MACH IND L,       186.00,       185.20,0.43
G,UNICHEM LABORATORIES LTD,       441.80,       439.90,0.43
G,AGNI GREEN POWER LTD,        23.35,        23.25,0.43
G,ICICI PRUD SENSEX ETF,       978.75,       974.57,0.43
G,GALA PRECISION ENG LTD,       785.80,       782.45,0.43
G,SEC RE NCD 8.65% SR.V,       982.99,       978.80,0.43
G,ZEN TECHNOLOGIES LIMITED,      1362.40,      1356.60,0.43
G,ATHER ENERGY LIMITED,       741.65,       738.50,0.43
G,SEC RE NCD SR.VI,      1294.97,      1289.50,0.42
G,KAKATIYA CEM SUGAR &IND L,       128.69,       128.15,0.42
G,KOTAKMAMC - KTKNV20ETF,       155.28,       154.63,0.42
G,BARTRONICS INDIA LIMITED,        12.00,        11.95,0.42
G,KOTAKMAMC - MSCIINDIA,        31.35,        31.22,0.42
G,IPCA LABORATORIES LTD,      1404.00,      1398.20,0.41
G,TIGER LOGISTICS (INDIA) L,        36.53,        36.38,0.41
G,MIRAEAMC - MANV30F,       216.93,       216.04,0.41
G,JAYSHREE TEA & INDUSTRIES,        88.11,        87.75,0.41
G,MOTILALAMC - MOIPO,        46.54,        46.35,0.41
G,KOTAKMAMC - KOTAKLOVOL,        22.10,        22.01,0.41
G,MADHYA BHARAT AGRO P. LTD,       429.80,       428.05,0.41
G,MIRZA INTERNATIONAL LIMIT,        37.08,        36.93,0.41
G,K M SUGAR MILLS LTD,        27.23,        27.12,0.41
G,SUNDARAM BRAK LININGS LTD,       693.65,       690.85,0.41
G,NIP IND ETF IT,        42.14,        41.97,0.41
G,USHA MARTIN EDU & SOL LTD,         4.98,         4.96,0.40
G,RAM RATNA WIRES LIMITED,       311.35,       310.10,0.40
G,2.50%GOLDBONDS2029SR-VIII,     14816.77,     14757.50,0.40
G,SEC RE NCD 0% SR.VII,      1250.00,      1245.00,0.40
G,SHRE PUSH CHEM & FERT LTD,       378.55,       377.05,0.40
G,BLUE JET HEALTHCARE LTD,       531.10,       529.00,0.40
G,COCHIN SHIPYARD LIMITED,      1629.00,      1622.60,0.39
G,GO FASHION INDIA LTD,       460.30,       458.50,0.39
G,INDIA SHELTER FIN CORP L,       820.25,       817.05,0.39
G,KIRLOSKAR ELECTRIC CO LTD,       105.16,       104.75,0.39
G,HEALTHCARE GLOB. ENT. LTD,       655.35,       652.80,0.39
G,HOME FIRST FIN CO IND LTD,      1105.10,      1100.80,0.39
G,SERENCD 8.65% SR.VI OP12,      1015.70,      1011.75,0.39
G,ICICI PR NIF LW VL 30 ETF,        23.27,        23.18,0.39
G,ITI LTD,       312.05,       310.85,0.39
G,GOI LOAN  7.41% 2036,       104.90,       104.50,0.38
G,ICICIPRAMC - ICICITECH,        42.09,        41.93,0.38
G,SBIAMC - SBIETFQLTY,       232.50,       231.62,0.38
G,KRISHCA STRAPPING SLTN L,       198.50,       197.75,0.38
G,KOTAKMAMC - CHEMICAL,        29.13,        29.02,0.38
G,KPIT TECHNOLOGIES LIMITED,      1167.60,      1163.20,0.38
G,NALWA SONS INVESTMENT LTD,      6543.50,      6519.00,0.38
G,TIMKEN INDIA LTD.,      3052.60,      3041.20,0.37
G,STYRENIX PERFORMANCE LTD,      2035.50,      2027.90,0.37
G,AXISAMC - AXISTECETF,       418.03,       416.47,0.37
G,STANDARD INDUSTRIES LTD.,        16.15,        16.09,0.37
G,CASTROL INDIA LIMITED,       191.50,       190.79,0.37
G,SHRIRAM PROPERTIES LTD,        84.19,        83.88,0.37
G,TIL LTD,       272.40,       271.40,0.37
G,AJANTA PHARMA LIMITED,      2949.20,      2938.40,0.37
G,S D RETAIL LIMITED,        82.00,        81.70,0.37
G,PAGE INDUSTRIES LTD,     35775.00,     35645.00,0.36
G,BATA INDIA LTD,       950.15,       946.70,0.36
G,CERA SANITARYWARE LTD,      5258.00,      5239.00,0.36
G,JAIN DVR EQUITY SHARES,        27.71,        27.61,0.36
G,IDFC FIRST BANK LIMITED,        85.92,        85.61,0.36
G,SUNTECK REALTY LIMITED,       431.45,       429.90,0.36
G,ROSSELL INDIA LIMITED,        50.34,        50.16,0.36
G,SEC RE NCD 7.90% STRPP C,       420.38,       418.88,0.36
G,ESAB INDIA LTD,      6167.50,      6145.50,0.36
G,KOPRAN LTD,       152.08,       151.54,0.36
G,SAHASRA ELECTRONIC SOLU L,       299.25,       298.20,0.35
G,DIVGI TORQTRANSFER SYST L,       613.50,       611.35,0.35
G,UTIAMC-SENSEXBETA,       941.29,       938.00,0.35
G,RELIANCE CHEMOTEX IND LTD,       137.75,       137.27,0.35
G,AXISAMC - AXISHCETF,       149.29,       148.77,0.35
G,MAGNUM VENTURES LTD.,        23.00,        22.92,0.35
G,UNSE RE NCD 9.6% SR.II,       998.85,       995.38,0.35
G,SHARP CHUCKS N MACHINES L,       144.00,       143.50,0.35
G,RUDRA GLOBAL INFRA PROD L,        25.95,        25.86,0.35
G,UTIAMC-ITBETA,       398.00,       396.62,0.35
G,SHREE RAMA NEWSPRINT LTD,        31.81,        31.70,0.35
G,SURAJ ESTATE DEVELOPERS L,       261.45,       260.55,0.35
G,SEC RE NCD SR 2,      1166.01,      1162.00,0.35
G,TEAM INDIA GUARANTY LTD,       293.65,       292.65,0.34
G,JUPITER WAGONS LIMITED,       338.25,       337.10,0.34
G,JOCIL LIMITED,       144.49,       144.00,0.34
G,BIRLASLAMC - BSLSENETFG,        85.62,        85.33,0.34
G,HDFC AMC LIMITED,      2657.20,      2648.20,0.34
G,DR AGARWALS HEALTH CARE L,       501.95,       500.25,0.34
G,SEC RE NCD 8.75% SR.IV,      1035.00,      1031.50,0.34
G,MOTILALAMC - MOHEALTH,        44.49,        44.34,0.34
G,CAPITAL INFRA TRUST,        74.49,        74.24,0.34
G,KEI INDUSTRIES LTD.,      4529.60,      4514.50,0.33
G,UNITED DRILLING TOOLS LTD,       201.41,       200.74,0.33
G,GOI LOAN  7.18% 2037,       105.42,       105.07,0.33
G,AARTI INDUSTRIES LTD,       376.95,       375.70,0.33
G,AXISAMC - AXSENSEX,        88.09,        87.80,0.33
G,INDIAN METALS & FERRO,      1496.10,      1491.20,0.33
G,EIH LIMITED,       367.30,       366.10,0.33
G,PITTI ENGINEERING LIMITED,       827.20,       824.50,0.33
G,INDIGRID INFRASTRUCT TRST,       168.80,       168.25,0.33
G,ATL RE.0.50 PPD UP,        12.29,        12.25,0.33
G,KOTAKMAMC - QUALITY30,        21.57,        21.50,0.33
G,ICICIPRAMC - ICICIALPLV,        28.03,        27.94,0.32
G,ADITYA VISION LIMITED,       483.55,       482.00,0.32
G,9.01% TAX FREETRII SR3B,      1250.00,      1246.01,0.32
G,SETCO AUTOMOTIVE LTD,        15.73,        15.68,0.32
G,V.L.INFRAPROJECTS LIMITED,        31.50,        31.40,0.32
G,EURO (I) FRESH FOODS LTD,       268.05,       267.20,0.32
G,UNSEC RE NCD 0% SR.III,      1485.00,      1480.30,0.32
G,MAHINDRA LIFESPACE DEVLTD,       395.10,       393.85,0.32
G,DDEV PLASTIKS IND LTD,       301.45,       300.50,0.32
G,BIRLASLAMC - NIFTYQLITY,        22.26,        22.19,0.32
G,BAL PHARMA LTD.,        73.25,        73.02,0.31
G,AMBIKA COTTON MILL LTD.,      1247.20,      1243.30,0.31
G,KOTAK NIFTY ETF,       289.23,       288.33,0.31
G,LE TRAVENUES TECHNOLOGY L,       241.60,       240.85,0.31
G,CHALET HOTELS LIMITED,       902.50,       899.70,0.31
G,MANAKSIA LTD.,        64.82,        64.62,0.31
G,EFFWA INFRA & RESEARCH L,       227.70,       227.00,0.31
G,GENUS P&B LIMITED,        13.02,        12.98,0.31
G,MOTILALAMC - MOLOWVOL,        39.11,        38.99,0.31
G,CELL POINT (INDIA) LTD,        16.35,        16.30,0.31
G,REFEX INDUSTRIES LIMITED,       262.30,       261.50,0.31
G,MOTILALAMC - MOQUALITY,       200.02,       199.41,0.31
G,OIL INDIA LTD,       428.85,       427.55,0.30
G,ETHOS LIMITED,      2953.50,      2944.60,0.30
G,CYIENT DLM LIMITED,       415.85,       414.60,0.30
G,VIDYA WIRES LIMITED,        50.13,        49.98,0.30
G,ORKLA INDIA LIMITED,       635.40,       633.50,0.30
G,NAHAR SPINNING MILLS LTD.,       194.57,       193.99,0.30
G,APRAMEYA ENGINEERING LTD,       302.00,       301.10,0.30
G,GATEWAY DISTRIPARKS LTD,        60.58,        60.40,0.30
G,DEEM ROLL TECH LIMITED,        50.55,        50.40,0.30
G,CHAMUNDA ELECTRICAL LTD,        51.00,        50.85,0.29
G,KATARIA INDUSTRIES LTD,       102.05,       101.75,0.29
G,SOMI CONVEYOR BELT. LTD.,       126.59,       126.22,0.29
G,MOTILALAMC - MONQ50,        99.36,        99.07,0.29
G,KILITCH DRUGS INDIA LTD,       360.40,       359.35,0.29
G,TRANSWORLD SHIP LINES LTD,       199.15,       198.57,0.29
G,RADAAN MEDIAWORKS (I) LTD,         3.44,         3.43,0.29
G,TATAAML - NETF,       283.86,       283.04,0.29
G,VINATI ORGANICS LTD,      1601.20,      1596.60,0.29
G,LLOYD RS.0.50 PPD UP,        38.50,        38.39,0.29
G,KINGFA SCI & TEC IND LTD.,      4436.20,      4423.70,0.28
G,VINTAGE COFFEE N BVRGS L,       160.68,       160.23,0.28
G,WELSPUN LIVING LIMITED,       132.42,       132.05,0.28
G,HDFCAMC - HDFCLOWVOL,        21.64,        21.58,0.28
G,KAMDHENU LIMITED,        25.29,        25.22,0.28
G,BROOKFIELD INDIA RET,       334.49,       333.57,0.28
G,IRB INVIT FUND,        62.53,        62.36,0.27
G,R K SWAMY LIMITED,       111.06,       110.76,0.27
G,MASTEK LTD,      2116.20,      2110.50,0.27
G,ALL TIME PLASTICS LIMITED,       263.35,       262.65,0.27
G,RAINBOW CHILDRENS MED LTD,      1318.90,      1315.40,0.27
G,NIP IND ETF CONSUMPTION,       136.25,       135.89,0.26
G,ARHAM TECHNOLOGIES LTD,       151.50,       151.10,0.26
G,TATAAML - TNIDETF,        99.13,        98.87,0.26
G,KOTAKMAMC - KOTAKIT,        41.94,        41.83,0.26
G,FEDERAL BANK LTD,       266.95,       266.25,0.26
G,CUMMINS INDIA LTD,      4482.10,      4470.60,0.26
G,GMR AIRPORTS LIMITED,       105.77,       105.50,0.26
G,SBIAMC - SETF10GILT,       259.82,       259.16,0.25
G,SBIAMC - SBIETFCON,       126.03,       125.71,0.25
G,TEJAS NETWORKS LIMITED,       453.25,       452.10,0.25
G,GOI TBILL 91D-19/02/26,        99.25,        99.00,0.25
G,TAX FREE7.60% SR.IIB,      1154.98,      1152.08,0.25
G,MIRAEAMC - ITETF,        40.09,        39.99,0.25
G,PRESSTONIC ENGINEERING L,        60.65,        60.50,0.25
G,GOI LOAN  7.46% 2073,       101.85,       101.60,0.25
G,8.91%S-R-NCD SERIES 3B,      1230.00,      1227.00,0.24
G,GLOBALE TESSILE LIMITED,        12.33,        12.30,0.24
G,SATIN CREDIT NET LTD,       144.64,       144.29,0.24
G,MANGLAM INFRA & ENG LTD,        20.75,        20.70,0.24
G,PRIME SECURITIES LIMITED,       275.35,       274.70,0.24
G,PASHUPATI COTSPIN LIMITED,       808.60,       806.70,0.24
G,CORDS CABLE INDUS LTD.,       187.53,       187.09,0.24
G,INDIAN CARD CLOTHING CO.,       241.63,       241.07,0.23
G,GOI LOAN  7.25% 2063,        99.48,        99.25,0.23
G,CONSO. FIN. & HOLD. LTD.,       164.73,       164.35,0.23
G,INDO RAMA SYNTHETICS LTD,        48.11,        48.00,0.23
G,RUCHIRA PAPERS LIMITED,       122.71,       122.43,0.23
G,KRBL LIMITED,       396.40,       395.50,0.23
G,NINTEC SYSTEMS LIMITED,       398.50,       397.60,0.23
G,MAHARASHTRA SCOOTERS LTD,     14237.00,     14205.00,0.23
G,SCHNEIDER ELECTRIC INFRA,       717.30,       715.70,0.22
G,EURO PANEL PRODUCTS LTD,       175.59,       175.20,0.22
G,KEYNOTE FIN SERV LTD.,       315.80,       315.10,0.22
G,PIX TRANSMISSIONS LIMITED,      1404.30,      1401.20,0.22
G,EQUITAS SMALL FIN BNK LTD,        64.16,        64.02,0.22
G,TRANSINDIA REAL ESTATE L,        28.39,        28.33,0.21
G,NUPUR RECYCLERS LIMITED,        56.80,        56.68,0.21
G,NIP IND ETF LONGTERM GILT,        29.24,        29.18,0.21
G,HATSUN AGRO PRODUCT LTD.,       975.85,       973.85,0.21
G,2.50%GOLDBONDS2026SR-I,     14949.00,     14918.99,0.20
G,SHAH METACORP LIMITED,         5.01,         5.00,0.20
G,SHANTI GOLD INTERNATION L,       190.48,       190.10,0.20
G,AVANTI FEEDS LIMITED,       880.25,       878.50,0.20
G,COUNTRY CLUB HOSP HOL LTD,        15.23,        15.20,0.20
G,SEC RE NCD 9.25% SR I,      1035.00,      1032.97,0.20
G,SEC RED NCD 8.40% SR.V,      1022.00,      1020.00,0.20
G,DCM LTD,        92.54,        92.36,0.19
G,MITCON CON & ENG SER LTD,        66.88,        66.75,0.19
G,BANDHAN BANK LIMITED,       144.46,       144.18,0.19
G,JINDAL STAINLESS LIMITED,       855.40,       853.75,0.19
G,SEC RE NCD 9.32% SR III,      1040.00,      1038.00,0.19
G,SEC RE NCD 9.39% SR.VIII,       401.07,       400.30,0.19
G,TARSONS PRODUCTS LIMITED,       235.25,       234.80,0.19
G,ASSO ALCOHOLS & BREW LTD,       952.30,       950.50,0.19
G,ORCHID PHARMA LIMITED,       794.65,       793.15,0.19
G,SHILCHAR TECHNOLOGIES LTD,      3837.50,      3830.30,0.19
G,DSPAMC - TOP10ADD,       101.46,       101.27,0.19
G,JUPITER LIFE LINE HOSP L,      1400.40,      1397.80,0.19
G,UNSERENCD8.85%SRIVCIII&IV,      1085.00,      1083.00,0.18
G,SEC RED NCD 9.10% SR.VI,      1087.00,      1085.00,0.18
G,7.51 NCD 16FEB28 TR1 SR2,      1110.00,      1108.00,0.18
G,SARASWATI SAREE DEPOT LTD,        78.16,        78.02,0.18
G,SHIVA TEXYARN LIMITED,       185.42,       185.09,0.18
G,NAVKAR CORPORATION LTD.,       101.32,       101.14,0.18
G,RELCAPAMC-NETFSDL26,       135.38,       135.14,0.18
G,DHUNSERI TEA & IND. LTD.,       158.94,       158.66,0.18
G,EDELAMC - EBBETF0433,      1276.46,      1274.25,0.17
G,SUNDROP BRANDS LIMITED,       725.20,       723.95,0.17
G,SUBEX LTD,        11.72,        11.70,0.17
G,ASIAN GRANITO IND. LTD.,        76.65,        76.52,0.17
G,ISHAN DYES N CHEMICALS L,        65.03,        64.92,0.17
G,TVS SRICHAKRA LIMITED,      4343.90,      4336.60,0.17
G,FDC LIMITED,       419.55,       418.85,0.17
G,COUNTRY CONDO S LIMITED,         6.04,         6.03,0.17
G,TTK HEALTHCARE LIMITED,      1028.50,      1026.80,0.17
G,APMD 9.30% 2028 STRPP B,    102869.99,    102700.00,0.17
G,RHI MAGNESITA INDIA LTD,       455.30,       454.55,0.16
G,GOI LOAN   7.09% 2074,        97.25,        97.09,0.16
G,INDIQUBE SPACES LIMITED,       210.03,       209.69,0.16
G,KODY TECHNOLAB LIMITED,       930.00,       928.50,0.16
G,RELAXO FOOT LTD.,       403.30,       402.65,0.16
G,GOI TBILL 91D-08/01/26,        99.85,        99.69,0.16
G,ATAM VALVES LIMITED,        82.58,        82.45,0.16
G,SEC RE NCD 9.90% SR IV,      1017.67,      1016.07,0.16
G,AKME FINTRADE (INDIA) LTD,         6.42,         6.41,0.16
G,ORIENTAL AROMATICS LTD,       289.95,       289.50,0.16
G,TATAAML - NPBET,       297.72,       297.26,0.15
G,MOTILAL OS NASDAQ100 ETF,       234.90,       234.54,0.15
G,KCP SUGAR IND CORP LTD.,        26.14,        26.10,0.15
G,STAR CEMENT LIMITED,       222.51,       222.17,0.15
G,SHARE IND. SECURITIES LTD,       164.64,       164.39,0.15
G,I G PETROCHEMICALS LTD,       395.60,       395.00,0.15
G,VARDHMAN TEXTILES LIMITED,       436.10,       435.45,0.15
G,GOI LOAN  7.34% 2064,       101.15,       101.00,0.15
G,RITCO LOGISTICS LIMITED,       270.55,       270.15,0.15
G,WEBSOL ENERGY SYSTEM LTD,        88.48,        88.35,0.15
G,GNG ELECTRONICS LIMITED,       310.70,       310.25,0.15
G,EURO PRATIK SALES LIMITED,       311.85,       311.40,0.14
G,EDELAMC - EBBETF0431,      1398.58,      1396.59,0.14
G,LIBERTY SHOES LTD,       282.15,       281.75,0.14
G,GOI LOAN  5.74% 2026,        99.94,        99.80,0.14
G,8.92% TAX FREE NCD,      1241.16,      1239.44,0.14
G,SYSTEMATIX CORP SERVICE L,       141.82,       141.63,0.13
G,IIFL TR I SR II,      1050.00,      1048.60,0.13
G,LAXMI ORGANIC INDUS LTD,       168.12,       167.90,0.13
G,INVENTURUS KNOWLEDGE SO L,      1684.40,      1682.20,0.13
G,AHLUWALIA CONT IND LTD,       960.45,       959.20,0.13
G,7.64% TAX FREETRI SR2B,      1170.00,      1168.49,0.13
G,AFIL 12% 2028,      9813.60,      9801.00,0.13
G,SBFC FINANCE LIMITED,       102.99,       102.86,0.13
G,ANANTAM HIGHWAYS TRUST,       103.98,       103.85,0.13
G,GTL LTD,         8.09,         8.08,0.12
G,CHAVDA INFRA LIMITED,       123.50,       123.35,0.12
G,A B COTSPIN INDIA LIMITED,       412.20,       411.70,0.12
G,DB (INT) STOCK BROKERS,        24.87,        24.84,0.12
G,AGARWAL FLOAT GLASS I LTD,        42.05,        42.00,0.12
G,LUPIN LIMITED,      2105.30,      2102.80,0.12
G,ICICIPRAMC - ICICICONSU,       126.75,       126.60,0.12
G,UTIAMC-GILT10BETA,        26.11,        26.08,0.12
G,PINE LABS LIMITED,       235.39,       235.12,0.11
G,SEC RE NCD 8.85% SR I,      1056.20,      1055.00,0.11
G,CANARA ROBECO AMC LIMITED,       311.05,       310.70,0.11
G,PERSISTENT SYSTEMS LTD,      6289.50,      6282.50,0.11
G,DHANUKA AGRITECH LTD,      1178.70,      1177.40,0.11
G,PARTY CRUISERS LIMITED,        91.10,        91.00,0.11
G,ICICIPRAMC - ICICI10GS,       258.79,       258.51,0.11
G,GRAVITA INDIA LIMITED,      1860.50,      1858.50,0.11
G,NIVA BUPA HEALTH INS CO L,        75.16,        75.08,0.11
G,SREE RAYALSEEMA HHP LTD.,       517.60,       517.05,0.11
G,N R AGARWAL INDS LTD,       475.40,       474.90,0.11
G,BRACE PORT LOGISTICS LTD,        95.95,        95.85,0.10
G,VISHAL MEGA MART LIMITED,       135.95,       135.81,0.10
G,PTL ENTERPRISES LTD,        39.31,        39.27,0.10
G,JYOTI CNC AUTOMATION LTD,       993.95,       992.95,0.10
G,GOI LOAN  6.33% 2035,        99.60,        99.50,0.10
G,CHEMBOND MATERIALTECH LTD,       161.36,       161.20,0.10
G,INDIA TOUR. DEV. CO. LTD.,       607.65,       607.05,0.10
G,SIL INVESTMENTS LIMITED,       518.05,       517.55,0.10
G,VCCL 11.5% 2028 SR C,    100283.56,    100189.04,0.09
G,DSPAMC - FLEXIADD,        10.63,        10.62,0.09
G,APSBC 9.15% 2034 STRPP I,    102176.95,    102081.31,0.09
G,GUJARAT PIPAVAV PORT LTD,       182.31,       182.14,0.09
G,SEC RE NCD 8.75% SR.III,      1076.00,      1075.00,0.09
G,SEC RED NCD 10.27% SR. VI,      1105.00,      1104.00,0.09
G,BAID FINSERV LIMITED,        11.06,        11.05,0.09
G,HINDUSTAN OIL EXPLORATION,       156.39,       156.25,0.09
G,8.72% UNSECURED NCD,      1006.00,      1005.10,0.09
G,MAGADH SUGAR & ENERGY LTD,       504.55,       504.10,0.09
G,SCHAEFFLER INDIA LIMITED,      3874.30,      3870.90,0.09
G,ZIM LABORATORIES LIMITED,        70.43,        70.37,0.09
G,MINDSPACE BUSINESS P REIT,       474.41,       474.01,0.08
G,8.67% TAX FREE NCD,      1226.00,      1225.00,0.08
G,ANDHRA SUGARS LTD,        75.98,        75.92,0.08
G,SAVITA OIL TECHNOLO. LTD,       382.05,       381.75,0.08
G,EDELAMC - BBETF0432,      1314.86,      1313.83,0.08
G,BAYER CROPSCIENCE LTD,      4546.70,      4543.20,0.08
G,AFFLE 3I LIMITED,      1782.70,      1781.40,0.07
G,SUVEN LIFE SCIENCES LTD,       164.81,       164.69,0.07
G,GREAVES COTTON LTD.,       193.35,       193.21,0.07
G,KEWAL KIRAN CLOTHING LTD,       483.95,       483.60,0.07
G,8.91% TAX FREE NCD,      1314.00,      1313.05,0.07
G,SRF LTD,      3059.50,      3057.30,0.07
G,APSBC 9.15% 2035 STRPP J,    102308.45,    102235.27,0.07
G,RASHI PERIPHERALS LIMITED,       360.80,       360.55,0.07
G,ORIANA POWER LIMITED,      2251.75,      2250.20,0.07
G,AEROFLEX NEU LIMITED,        74.95,        74.90,0.07
G,SEC RE NCD 9% SR.V,      1044.97,      1044.28,0.07
G,SKF INDIA LTD,      1857.40,      1856.20,0.06
G,UTIAMC-GILT5BETA,        63.23,        63.19,0.06
G,GOKUL AGRO RESOURCES LTD,       179.11,       179.00,0.06
G,MANUGRAPH INDIA LIMITED,        16.29,        16.28,0.06
G,BOND 8.71% TAX FREE S2B,      1093.01,      1092.38,0.06
G,BALRAMPUR CHINI MILLS LTD,       438.55,       438.30,0.06
G,AMARA RAJA ENERGY MOB LTD,       928.30,       927.80,0.05
G,8.20 NCD05MAR27 FV 1000,      1101.08,      1100.50,0.05
G,SERENCD 8.98% SR.VI OP2,      1085.55,      1085.00,0.05
G,CAMBRIDGE TECH ENTER LTD,        39.90,        39.88,0.05
G,BANNARI AMMAN SUGARS LTD,      3602.40,      3600.60,0.05
G,KCP LTD,       180.25,       180.16,0.05
