GAIN_LOSS,SECURITY,CLOSE_PRIC,PREV_CL_PR,PERCENT_CG
 ,Nifty 50 Sec., , , 
 , , , , 
G,ISF 9.50% 2027,      9895.45,      9731.00,1.69
G,BOSS PACKAGING SOLU LTD,        45.15,        44.40,1.69
G,CAPITAL INDIA FINANCE LTD,        34.92,        34.34,1.69
G,HSG & URBAN DEV CORPN LTD,       231.42,       227.58,1.69
G,DECCAN TRANSCON LEASING L,        24.15,        23.75,1.68
G,HI-TECH PIPES LIMITED,        94.89,        93.32,1.68
G,SEC RE NCD 0% SR.VII,      1419.95,      1396.51,1.68
G,2.5%GOLDBONDS2029SR-I,     14778.08,     14534.41,1.68
G,ASIAN ENERGY SERVICES LTD,       288.10,       283.35,1.68
G,JAYKAY ENTERPRISES LTD,       191.07,       187.93,1.67
G,WINSOL ENGINEERS LIMITED,       161.30,       158.65,1.67
G,J B CHEMICALS AND PHARMA,      1850.40,      1820.00,1.67
G,BOROSIL RENEWABLES LTD,       547.95,       538.95,1.67
G,2.50%GOLDBONDS2030SR-I,     15210.00,     14960.46,1.67
G,USHA MARTIN LTD.,       451.30,       443.90,1.67
G,NELCAST LIMITED,       105.66,       103.93,1.66
G,PRUDENT CORP ADV SER LTD,      2594.00,      2551.60,1.66
G,AZAD ENGINEERING LIMITED,      1652.80,      1625.80,1.66
G,WEWORK INDIA MANAGEMENT L,       618.55,       608.45,1.66
G,LE MERITE EXPORTS LIMITED,       477.95,       470.15,1.66
G,HIMATSINGKA SEIDE LTD,       114.60,       112.73,1.66
G,DOLLEX AGROTECH LIMITED,        39.85,        39.20,1.66
G,RAYMOND LIFESTYLE LIMITED,      1036.40,      1019.50,1.66
G,THE GROB TEA COMPANY LTD,       999.05,       982.90,1.64
G,SHIVALIK BIMETAL CON. LTD,       433.50,       426.50,1.64
G,RAYMOND REALTY LIMITED,       529.95,       521.40,1.64
G,THE PHOENIX MILLS LTD,      1903.40,      1872.70,1.64
G,S A TECH SOFTWARE INDIA L,        56.00,        55.10,1.63
G,REFRACTORY SHAPES LIMITED,        56.00,        55.10,1.63
G,WONDER ELECTRICALS LTD,       153.75,       151.28,1.63
G,TD POWER SYSTEMS LTD.,       684.75,       673.75,1.63
G,ICICIPRAMC - ICICICOMMO,        98.98,        97.39,1.63
G,MEDISTEP HEALTHCARE LTD,        24.95,        24.55,1.63
G,POLYCAB INDIA LIMITED,      7798.00,      7673.00,1.63
G,GOI LOAN 8.83% 2041,       125.00,       123.00,1.63
G,RAJOO ENGINEERS LIMITED,        64.42,        63.39,1.62
G,SURYODAY SMALL FIN BK LTD,       143.96,       141.66,1.62
G,SIMPLEX INFRASTRUCTURES L,       251.48,       247.47,1.62
G,DSPAMC - DSPPSBKETF,        87.44,        86.05,1.62
G,VISAGAR POLYTEX LTD,         0.63,         0.62,1.61
G,VINNY OVERSEAS LIMITED,         1.26,         1.24,1.61
G,LAKSHYA POWERTECH LIMITED,       126.00,       124.00,1.61
G,VIJAYA DIAGNOSTIC CEN LTD,      1059.20,      1042.40,1.61
G,INOX INDIA LIMITED,      1130.80,      1112.90,1.61
G,ENVIRO INFRA ENGINEERS L,       206.75,       203.48,1.61
G,MAZDA LIMITED,       223.21,       219.68,1.61
G,ELGI EQUIPMENTS LTD,       483.80,       476.15,1.61
G,ROLLATAINERS LIMITED,         1.27,         1.25,1.60
G,MATRIMONY.COM LIMITED,       550.35,       541.70,1.60
G,PRIME FOCUS LIMITED,       232.98,       229.32,1.60
G,WHIRLPOOL OF INDIA LTD,       904.55,       890.35,1.59
G,MIRAEAMC - METAL,        11.48,        11.30,1.59
G,2.50%GOLDBONDS2028SR-II,     14639.86,     14410.86,1.59
G,MEGHMANI ORGANICS LIMITED,        64.73,        63.72,1.59
G,INDO-NATIONAL LIMITED,       413.65,       407.20,1.58
G,NILA INFRASTRUCTURES LTD,         9.64,         9.49,1.58
G,FORTIS HEALTHCARE LTD,       914.75,       900.55,1.58
G,ZEE MEDIA CORPORATION LTD,         9.02,         8.88,1.58
G,STL GLOBAL LIMITED,        12.90,        12.70,1.57
G,CORAL INDIA FIN & HOUS LT,        40.65,        40.02,1.57
G,ARCHEAN CHEMICAL IND LTD,       562.70,       554.00,1.57
G,PTC INDIA FIN SERV LTD,        34.28,        33.75,1.57
G,HERO MOTOCORP LIMITED,      5933.00,      5841.50,1.57
G,AKSH OPTIFIBRE LIMITED,         6.49,         6.39,1.56
G,BALAJI TELEFILMS LIMITED.,       107.30,       105.65,1.56
G,SAHANA SYSTEM LIMITED,       838.90,       826.00,1.56
G,ZYDUS WELLNESS LIMITED,       471.50,       464.25,1.56
G,POLY MEDICURE LIMITED,      1769.70,      1742.50,1.56
G,FINOLEX INDUSTRIES LTD,       178.51,       175.77,1.56
G,NIIT LIMITED,        92.65,        91.23,1.56
G,DATAMATICS GLOBAL SER LTD,       805.80,       793.45,1.56
G,NETWORK18 MEDIA & INV LTD,        43.78,        43.11,1.55
G,GOYAL ALUMINIUMS LIMITED,         7.19,         7.08,1.55
G,PNC INFRATECH LTD.,       255.15,       251.25,1.55
G,VODAFONE IDEA LIMITED,        11.78,        11.60,1.55
G,KOTHARI SUG & CHEM LTD.,        27.50,        27.08,1.55
G,ICICIPRAMC - PSUBANKICI,        87.78,        86.44,1.55
G,ICICIPRAMC - EVIETF,        32.17,        31.68,1.55
G,BIOFIL CHEM & PHARMA LTD,        33.49,        32.98,1.55
G,2.50%GOLDBONDS2028SR-IX,     14926.85,     14700.00,1.54
G,IND TERRAIN FASHIONS LTD,        34.90,        34.37,1.54
G,IRB INFRA DEV LTD.,        42.81,        42.16,1.54
G,BHAGERIA INDUSTRIES LTD,       183.41,       180.63,1.54
G,SEC RE NCD 9.71% SR VIII,       994.00,       979.00,1.53
G,ELLENBARRIE INDUS GASES L,       341.60,       336.45,1.53
G,ZOTA HEALTH CARE LIMITED,      1543.40,      1520.20,1.53
G,GRM OVERSEAS LIMITED,       163.92,       161.46,1.52
G,KRITIKA WIRES LIMITED,         7.33,         7.22,1.52
G,PICCADILY AGRO INDUSTRI L,       613.75,       604.55,1.52
G,KAUSHALYA INFRA DEV LTD.,       876.25,       863.15,1.52
G,BANK OF INDIA,       149.22,       146.99,1.52
G,FUSION FINANCE LIMITED,       161.95,       159.53,1.52
G,PANAMA PETROCHEM LTD,       311.55,       306.90,1.52
G,SIGNPOST INDIA LIMITED,       223.70,       220.38,1.51
G,ATLANTA ELECTRICALS LTD,       907.35,       893.90,1.50
G,ICICIPRAMC - METALIETF,        11.48,        11.31,1.50
G,KREBS BIOCHEMICALS & IND,        70.97,        69.92,1.50
G,MOLD-TEK PACKAGING LTD,       615.25,       606.15,1.50
G,INDUSTRIAL INV TRUST LTD,       167.09,       164.62,1.50
G,SAFE ENTER RETAIL FIX LTD,       263.90,       260.00,1.50
G,UNIHEALTH HOSPITALS LTD,       311.60,       307.00,1.50
G,NAVA LIMITED,       573.45,       565.00,1.50
G,LYPSA GEMS & JEWEL LTD,         5.44,         5.36,1.49
G,2.50%GOLDBONDS2028SR-IV,     14652.33,     14437.04,1.49
G,OIL COUNTRY TUBULAR LTD,        61.96,        61.05,1.49
G,GROWWAMC - GROWWEV,        32.03,        31.56,1.49
G,MANGAL ELECTRICAL IND L,       375.75,       370.25,1.49
G,BOSCH HOME COMFRT IND LTD,      1442.60,      1421.50,1.48
G,DCX SYSTEMS LIMITED,       193.56,       190.73,1.48
G,JUBILANT AGRI N CON PRO L,      2302.60,      2269.00,1.48
G,MIRAEAMC - DIVIDEND,        37.01,        36.47,1.48
G,MAN INFRA LTD,       129.57,       127.68,1.48
G,AIA ENGINEERING LIMITED,      4089.70,      4030.10,1.48
G,VMS TMT LIMITED,        54.91,        54.11,1.48
G,KHADIM INDIA LIMITED,       184.83,       182.14,1.48
G,KOTHARI PETROCHEM LTD,       132.24,       130.32,1.47
G,ADITYA BIRLA MONEY LTD,       144.65,       142.55,1.47
G,DEEPAK FERTILIZERS & PETR,      1261.80,      1243.50,1.47
G,SAURASHTRA CEMENT LIMITED,        83.55,        82.34,1.47
G,BSE LIMITED,      2666.50,      2628.00,1.46
G,ESCONET TECHNOLOGIES LTD,       138.70,       136.70,1.46
G,2.5%GOLDBONDS2028SR-III,     14606.62,     14396.15,1.46
G,PELATRO LIMITED,       355.00,       349.90,1.46
G,SAMBHV STEEL TUBES LTD,        97.53,        96.13,1.46
G,SESHAASAI TECHNOLOGIES L,       282.25,       278.20,1.46
G,TRIB BHIMJI ZAVERI LTD,       167.28,       164.88,1.46
G,SATI POLY PLAST LIMITED,        62.85,        61.95,1.45
G,DREAMFOLKS SERVICES LTD,       108.99,       107.43,1.45
G,TRACXN TECHNOLOGIES LTD,        40.53,        39.95,1.45
G,NATIONAL FERT. LTD,        91.66,        90.35,1.45
G,VIMTA LABS LIMITED,       610.20,       601.50,1.45
G,CHOICE INTERNATIONAL LTD,       850.30,       838.20,1.44
G,FIBERWEB INDIA LIMITED,        36.57,        36.05,1.44
G,IZMO LIMITED,       819.80,       808.15,1.44
G,JK PAPER LIMITED,       358.95,       353.85,1.44
G,3I INFOTECH LIMITED,        16.90,        16.66,1.44
G,CONTAINER CORP OF IND LTD,       531.80,       524.25,1.44
G,AIRAN LIMITED,        18.32,        18.06,1.44
G,ORIENT ELECTRIC LIMITED,       176.89,       174.38,1.44
G,NEULAND LAB LTD.,     15276.00,     15060.00,1.43
G,INDUS TOWERS LIMITED,       442.05,       435.80,1.43
G,DE NORA INDIA LIMITED,       693.85,       684.05,1.43
G,ENTERTAIN NET. IND. LTD.,       114.05,       112.44,1.43
G,BALKRISHNA PAPER MILLS L,        18.47,        18.21,1.43
G,2.50%GOLDBONDS2030SR-III,     15462.62,     15245.03,1.43
G,INDIA PESTICIDES LIMITED,       176.96,       174.47,1.43
G,SUPREME INDUSTRIES LTD,      3534.10,      3484.40,1.43
G,GOI LOAN  5.85% 2030,        98.89,        97.50,1.43
G,INTELLECT DESIGN ARENA,       961.25,       947.75,1.42
G,R.P.P INFRA PROJECTS LTD,       101.90,       100.47,1.42
G,ALPHAGEO (INDIA) LIMITED,       229.64,       226.42,1.42
G,UNSERENCD9.1%SRIIICIII&IV,      1070.00,      1055.00,1.42
G,J.G.CHEMICALS LIMITED,       357.35,       352.35,1.42
G,SASKEN TECHNOLOGIES LTD,      1545.40,      1523.80,1.42
G,E2E NETWORKS LIMITED,      2027.50,      1999.20,1.42
G,BLUSPRING ENTERPRISES LTD,        65.97,        65.05,1.41
G,MOTILALAMC - MOREALTY,        89.69,        88.44,1.41
G,CENTRAL DEPO SER (I) LTD,      1466.60,      1446.20,1.41
G,SAKUMA EXPORTS LIMITED,         2.16,         2.13,1.41
G,SHEEL BIOTECH LIMITED,        72.00,        71.00,1.41
G,PATEL ENGINEERING LTD.,        28.82,        28.42,1.41
G,FRESHARA AGRO EXPORTS LTD,       176.65,       174.20,1.41
G,RAILTEL CORP OF IND LTD,       376.15,       370.95,1.40
G,GROWWAMC - GROWWMETAL,        10.86,        10.71,1.40
G,MOTOR & GENERAL FINANCE L,        23.18,        22.86,1.40
G,ICICIPRAMC - BHARATIWIN,       119.10,       117.46,1.40
G,ZENITH DRUGS LIMITED,        51.10,        50.40,1.39
G,2.5%GOLDBONDS2029SR-III,     14698.00,     14496.84,1.39
G,PLASTIBLENDS INDIA LTD,       166.03,       163.76,1.39
G,MURUDESHWAR CERAMICS LTD,        35.13,        34.65,1.39
G,PCBL CHEMICAL LIMITED,       300.35,       296.25,1.38
G,STL NETWORKS LIMITED,        22.74,        22.43,1.38
G,PATEL INT. LOG. LTD,        13.94,        13.75,1.38
G,SBIAMC - SBIBPB,        50.64,        49.95,1.38
G,MANBA FINANCE LIMITED,       141.94,       140.01,1.38
G,INDUSIND BANK LIMITED,       902.45,       890.20,1.38
G,PLAZA WIRES LIMITED,        42.07,        41.50,1.37
G,C2C ADVANCED SYSTEMS LTD,       476.55,       470.10,1.37
G,STRLNG & WIL REN ENE LTD,       217.96,       215.01,1.37
G,KOTAKMAMC - MID150,        22.92,        22.61,1.37
G,VIP INDUSTRIES LTD,       388.45,       383.20,1.37
G,ANTONY WASTE HDG CELL LTD,       492.65,       486.00,1.37
G,UTIAMC-MIDCAPBETA,       228.37,       225.30,1.36
G,2.50%GOLDBONDS2029SR-XII,     14672.20,     14475.15,1.36
G,MADRAS FERTILISERS LTD,        80.65,        79.57,1.36
G,VISHNU PRAKASH R PUNGLI L,        50.84,        50.16,1.36
G,AERON COMPOSITE LIMITED,       104.90,       103.50,1.35
G,2.50%GOLDBONDS2029SR-X,     14739.00,     14542.50,1.35
G,NAMO EWASTE MANAGEMENT L,       184.05,       181.60,1.35
G,DAVANGERE SUGAR COMPANY L,         3.76,         3.71,1.35
G,NIDAN LABS AND HEALTH LTD,        18.85,        18.60,1.34
G,SBI-ETF GOLD,       115.53,       114.00,1.34
G,INDIAN RAIL TOUR CORP LTD,       694.85,       685.65,1.34
G,BIOCON LIMITED.,       392.95,       387.75,1.34
G,POSITRON ENERGY LIMITED,       211.80,       209.00,1.34
G,CONTROL PRINT LIMITED,       693.40,       684.25,1.34
G,IVP LTD,       153.97,       151.94,1.34
G,AKUMS DRUGS AND PHARMA L,       451.85,       445.90,1.33
G,MOHINI HEALTH&HYGIENE LTD,        38.00,        37.50,1.33
G,PONDY OXIDES & CHEM LTD,      1539.10,      1518.90,1.33
G,KAMDHENU VENTURES LIMITED,         6.11,         6.03,1.33
G,MIRAEAMC - EVINDIA,        32.10,        31.68,1.33
G,APCOTEX INDUSTRIES LIMITE,       370.85,       366.00,1.33
G,P N GADGIL JEWELLERS LTD,       612.75,       604.75,1.32
G,JTL INDUSTRIES LIMITED,        59.82,        59.04,1.32
G,PYRAMID TECHNOPLAST LTD,       165.01,       162.86,1.32
G,AXIS MF - AXIS GOLD ETF,       112.90,       111.43,1.32
G,AGARWAL INDS CORP LTD.,       720.05,       710.70,1.32
G,INCREDIBLE INDUSTRIES LTD,        40.82,        40.29,1.32
G,TIPS MUSIC LIMITED,       551.65,       544.50,1.31
G,SEC RED NCD 9.70% SR. V,      1073.90,      1060.00,1.31
G,SUPRIYA LIFESCIENCE LTD,       750.55,       740.85,1.31
G,J & K BANK LTD.,       102.36,       101.04,1.31
G,UMA EXPORTS LIMITED,        39.62,        39.11,1.30
G,HDFCAMC - HDFCMOMENT,        31.89,        31.48,1.30
G,ELIN ELECTRONICS LIMITED,       166.61,       164.47,1.30
G,EXPLEO SOLUTIONS LIMITED,       971.60,       959.15,1.30
G,PVR INOX LIMITED,      1030.20,      1017.00,1.30
G,ICICI PRUD MIDCAP SEL ETF,        18.77,        18.53,1.30
G,GROWWAMC - GROWWGOLD,       132.28,       130.59,1.29
G,OM INFRA LIMITED,        98.14,        96.89,1.29
G,MARKSANS PHARMA LIMITED,       182.19,       179.87,1.29
G,MANGALAM GLOBAL ENT LTD,        14.14,        13.96,1.29
G,ASTRAL LIMITED,      1453.40,      1434.90,1.29
G,AVALON TECHNOLOGIES LTD,       893.75,       882.40,1.29
G,RAMA STEEL TUBES LIMITED,         9.47,         9.35,1.28
G,SURAKSHA DIAGNOSTIC LTD,       276.65,       273.15,1.28
G,BHARTIYA INTERNATIONAL,       735.35,       726.05,1.28
G,HDFCAMC HDFCPSUBK,        87.58,        86.48,1.27
G,MOTILALAMC - MOVALUE,       118.82,       117.33,1.27
G,DIGIDRIVE DISTRIBUTORS L,        26.37,        26.04,1.27
G,ALEMBIC LIMITED,       103.37,       102.08,1.26
G,SYNGENE INTERNATIONAL LTD,       658.40,       650.20,1.26
G,DOLLAR INDUSTRIES LIMITED,       353.90,       349.50,1.26
G,FLYSBS AVIATION LIMITED,       535.50,       528.85,1.26
G,CLEAN SCIENCE & TECH LTD,       869.80,       859.00,1.26
G,FUTURE MKT NETWORKS LTD,         8.86,         8.75,1.26
G,R M DRIP & SPRINK SYS LTD,        85.41,        84.35,1.26
G,GLOBUS SPIRITS LTD,      1088.30,      1074.80,1.26
G,COFFEE DAY ENTERPRISE LTD,        36.36,        35.91,1.25
G,POWER INSTRUMENT (G) LTD,       125.30,       123.75,1.25
G,TECHNOCRAFT IND LTD,      2282.40,      2254.20,1.25
G,MOTILALAMC - MOMOMENTUM,        63.95,        63.16,1.25
G,SHILPA MEDICARE LTD,       319.80,       315.85,1.25
G,ASHIMA LTD,        19.44,        19.20,1.25
G,EMS LIMITED,       433.90,       428.55,1.25
G,SHIVALIK RASAYAN LIMITED,       361.70,       357.25,1.25
G,RADHIKA JEWELTECH LIMITED,        74.89,        73.97,1.24
G,GANESHA ECOSPHERE LIMITED,       851.30,       840.85,1.24
G,INDRAPRASTHA GAS LTD,       194.34,       191.96,1.24
G,SESHASAYEE PAPER & BOARDS,       240.04,       237.11,1.24
G,DSJ KEEP LEARNING LTD,         2.46,         2.43,1.23
G,MATRIX GEO SOLUTIONS LTD,       106.75,       105.45,1.23
G,MAHANAGAR GAS LTD.,      1142.00,      1128.10,1.23
G,AMBICA AGAR & AROMAINDLTD,        25.50,        25.19,1.23
G,ICICIPRAMC - ICICIAUTO,        29.65,        29.29,1.23
G,GROWWAMC - GROWWCAPM,         9.89,         9.77,1.23
G,LA OPALA RG LIMITED,       204.68,       202.20,1.23
G,CELEBRITY FASHIONS LTD,         9.08,         8.97,1.23
G,EXIDE INDUSTRIES LTD,       367.70,       363.25,1.23
G,GABRIEL INDIA LTD,      1051.60,      1038.90,1.22
G,EFC (I) LIMITED,       302.60,       298.95,1.22
G,HEMISPHERE PROP IND LTD,       137.94,       136.28,1.22
G,MAN INDUSTRIES (I) LTD.,       396.45,       391.70,1.21
G,GROWWAMC - GROWWRLTY,        10.03,         9.91,1.21
G,REGAAL RESOURCES LIMITED,        70.41,        69.57,1.21
G,ARIHANT CAPITAL MKTS LTD,        90.57,        89.49,1.21
G,2.50%GOLDBONDS2028SR-VI,     14648.92,     14474.61,1.20
G,NEXUS SELECT TRUST,       159.70,       157.80,1.20
G,RAIL VIKAS NIGAM LIMITED,       365.85,       361.50,1.20
G,AEL 8.85% 2028 SR III,      1018.60,      1006.51,1.20
G,JAY BEE LAMINATIONS LTD,       118.00,       116.60,1.20
G,CHOICEAMC - CHOICEGOLD,       134.05,       132.47,1.19
G,DOLPHIN OFF ENT (IND) L,       479.40,       473.75,1.19
G,BAJAJ HINDUSTHAN SUGAR LT,        18.68,        18.46,1.19
G,RUDRABHISHEK ENTERP LTD,       118.88,       117.48,1.19
G,B.L.KASHYAP & SON LTD,        53.50,        52.87,1.19
G,BOMBAY SUPER HYBRID SEEDS,       107.07,       105.81,1.19
G,LIBAS CONSU PRODUCTS LTD,        11.07,        10.94,1.19
G,ASTER DM HEALTHCARE LTD.,       613.90,       606.70,1.19
G,ASCOM LEASIN & INVEST LTD,       128.00,       126.50,1.19
G,KITEX GARMENTS LTD,       182.68,       180.54,1.19
G,HDFC GOLD ETF,       115.45,       114.10,1.18
G,GPT HEALTHCARE LIMITED,       141.84,       140.19,1.18
G,NIP IND ETF GOLD BEES,       111.82,       110.52,1.18
G,LAKSHMI FIN IND CORP LTD,       169.99,       168.02,1.17
G,IND SWIFT LABORATORIES LT,        91.55,        90.49,1.17
G,EDELAMC - EBANKNIFTY,        60.60,        59.90,1.17
G,NANDANI CREATION LIMITED,        32.08,        31.71,1.17
G,PI INDUSTRIES LTD,      3256.60,      3219.10,1.16
G,CELLO WORLD LIMITED,       547.25,       540.95,1.16
G,ICICIPRAMC-ICICIFIN,        33.02,        32.64,1.16
G,2.50%GOLDBONDS2028SR-I,     14771.93,     14602.24,1.16
G,SUPREME POWER EQUIPMENT L,       191.70,       189.50,1.16
G,SALZER ELECTRONICS LTD,       692.90,       684.95,1.16
G,ONE POINT ONE SOL LTD,        54.09,        53.47,1.16
G,EUREKA FORBES LIMITED,       628.55,       621.35,1.16
G,UTIAMC-UTIGOLDBETA,       113.55,       112.25,1.16
G,KEC INTL. LIMITED,       746.85,       738.30,1.16
G,TATAAML-TATAGOLD,        13.11,        12.96,1.16
G,DSPAMC - DSPGOLD,       131.18,       129.68,1.16
G,JUSTDIAL LTD.,       734.70,       726.30,1.16
G,MIRAEAMC - MAGOLDETF,       131.22,       129.72,1.16
G,PNB HOUSING FIN LTD.,       998.00,       986.60,1.16
G,AARVI ENCON LIMITED,       128.69,       127.22,1.16
G,ICICI PRUDENTIAL AMC LTD,      2662.20,      2631.80,1.16
G,NIP IND ETF INFRA BEES,      1008.86,       997.35,1.15
G,ROTO PUMPS LIMITED,        69.44,        68.65,1.15
G,KARUR VYSYA BANK LTD,       272.50,       269.40,1.15
G,QUANTUM GOLD FUND,       111.65,       110.38,1.15
G,UDAYSHIVAKUMAR INFRA LTD,        23.82,        23.55,1.15
G,CROMPT GREA CON ELEC LTD,       252.10,       249.25,1.14
G,GENESYS INTL CORPN LTD,       429.10,       424.25,1.14
G,ABS MARINE SERVICES LTD,       199.40,       197.15,1.14
G,KABRA EXTRUSION TECHNIK L,       228.65,       226.07,1.14
G,AVP INFRACON LIMITED,       119.70,       118.35,1.14
G,BIRLASLAMC - MOMENTUM,        32.00,        31.64,1.14
G,JK CEMENT LIMITED,      5560.50,      5498.00,1.14
G,GLAXOSMITHKLINE PHARMA LT,      2483.80,      2455.90,1.14
G,EVEREST KANTO CYLINDERLTD,       117.19,       115.88,1.13
G,MAITREYA MEDICARE LIMITED,       215.00,       212.60,1.13
G,LT FOODS LIMITED,       390.45,       386.10,1.13
G,NIPPONAMC - MANUFGBEES,       156.24,       154.50,1.13
G,2.50%GOLDBONDS2030SR-II,     15677.67,     15503.33,1.12
G,NIPPONAMC - NETFAUTO,       296.09,       292.80,1.12
G,INDO US BIOTECH LTD,       121.85,       120.50,1.12
G,TEXMACO RAIL & ENG. LTD.,       138.18,       136.65,1.12
G,KALYANI INVEST CO LTD,      5008.60,      4953.20,1.12
G,ADITYBIRLA SL GOLD ETF-GR,       118.84,       117.53,1.11
G,STERLITE TECHNOLOGIES LTD,       103.64,       102.50,1.11
G,UTI ASSET MNGMT CO LTD,      1127.70,      1115.30,1.11
G,MIRAEAMC - SELECTIPO,        46.40,        45.89,1.11
G,VOLTAMP TRANSFORMERS LTD,      7877.00,      7790.50,1.11
G,OCCL LIMITED,       102.00,       100.88,1.11
G,VIJI FINANCE LIMITED,         2.74,         2.71,1.11
G,ACME SOLAR HOLDINGS LTD,       240.47,       237.84,1.11
G,THE ANUP ENGINEERING LTD,      2256.40,      2231.80,1.10
G,2.50%GOLDBONDS2029SR-XI,     14786.17,     14625.00,1.10
G,CARYSIL LIMITED,       918.00,       908.00,1.10
G,ICICI PRUDENTIAL GOLD ETF,       115.74,       114.48,1.10
G,BEARDSELL LIMITED,        30.33,        30.00,1.10
G,ITC HOTELS LIMITED,       198.69,       196.53,1.10
G,SUVIDHAA INFOSERVE LTD,         3.68,         3.64,1.10
G,PRAKASH INDUSTRIES LTD,       147.51,       145.91,1.10
G,VIKRAM SOLAR LIMITED,       239.79,       237.19,1.10
G,GANGA FORGING LIMITED,         3.69,         3.65,1.10
G,ZERODHAAMC - GOLDCASE,        21.24,        21.01,1.09
G,DELTA CORP LIMITED,        70.47,        69.71,1.09
G,SANGINITA CHEMICALS LTD,        10.21,        10.10,1.09
G,SKM EGG PROD EXPORT(I) LT,       408.55,       404.15,1.09
G,MIRAEAMC - MANXT50,       723.09,       715.31,1.09
G,INDRAPRASTHA MEDICAL CORP,       455.45,       450.55,1.09
G,EASY TRIP PLANNERS LTD,         7.44,         7.36,1.09
G,2.5%GOLDBONDS2029SR-II,     14664.25,     14506.59,1.09
G,MOTILALAMC - MONEXT50,        69.77,        69.02,1.09
G,2.50%GOLDBONDS2029SR-IV,     14748.42,     14590.00,1.09
G,NIP IND ETF JUNIOR BEES,       755.86,       747.76,1.08
G,CENTURY ENKA LTD,       457.45,       452.55,1.08
G,BARODABNP - BBNPPGOLD,       130.85,       129.45,1.08
G,RITES LIMITED,       245.88,       243.25,1.08
G,INTL CONVEYORS LIMITED,        89.77,        88.81,1.08
G,KRYSTAL INTEGRATED SER L,       524.80,       519.20,1.08
G,PRO FX TECH LIMITED,        75.00,        74.20,1.08
G,ZODIAC ENERGY LIMITED,       304.90,       301.65,1.08
G,INDO FARM EQUIPMENT LTD,       219.22,       216.89,1.07
G,SANOFI INDIA LIMITED,      4141.80,      4097.90,1.07
G,GROWWAMC - GROWWMC150,       224.92,       222.54,1.07
G,GIC HOUSING FINANCE LTD,       179.93,       178.03,1.07
G,EDELAMC - ELM250,        17.05,        16.87,1.07
G,URJA GLOBAL LIMITED,        11.37,        11.25,1.07
G,IDEAFORGE TECHNO LTD,       469.10,       464.15,1.07
G,SMC GLOBAL SECURITIES LTD,        92.06,        91.09,1.06
G,HUHTAMAKI INDIA LIMITED,       212.60,       210.36,1.06
G,S J LOGISTICS (INDIA) LTD,       370.20,       366.30,1.06
G,GOI LOAN  6.8% 2060,        95.00,        94.00,1.06
G,KRISHANA PHOSCHEM LIMITED,       527.90,       522.35,1.06
G,ANGEL ONE LIMITED,      2387.90,      2362.80,1.06
G,RAMCO INDUSTRIES LIMITED,       314.45,       311.15,1.06
G,FILATEX INDIA LTD,        49.55,        49.03,1.06
G,GUJ STATE FERT & CHEM LTD,       183.91,       181.98,1.06
G,LOVABLE LINGERIE LTD,        81.03,        80.18,1.06
G,COMPUCOM SOFTWARE LTD,        16.24,        16.07,1.06
G,KOHINOOR FOODS LIMITED,        26.82,        26.54,1.06
G,MONTE CARLO FASHIONS LTD.,       643.15,       636.45,1.05
G,PARAMOUNT SPECIALI FORG L,        28.80,        28.50,1.05
G,ICICIPRAMC - OILIETF,        12.53,        12.40,1.05
G,SUPERHOUSE LIMITED,       146.62,       145.10,1.05
G,20 MICRONS LTD,       214.30,       212.08,1.05
G,GOI LOAN  6.01% 2030,       101.55,       100.50,1.04
G,ASHIANA HOUSING LTD,       286.00,       283.05,1.04
G,MOTILALAMC - MOMGF,       155.12,       153.52,1.04
G,PRAKASH PIPES LIMITED,       240.56,       238.08,1.04
G,NMDC LTD.,        84.53,        83.66,1.04
G,NELCO LTD,       729.60,       722.10,1.04
G,LOTUS EYE HOSP & INST L,       121.70,       120.45,1.04
G,ICICIPRAMC - ICICIMOM30,        32.14,        31.81,1.04
G,IFCI LTD,        53.62,        53.07,1.04
G,DCG CABLES & WIRES LTD,        68.45,        67.75,1.03
G,INFIBEAM AVENUES LIMITED,        16.65,        16.48,1.03
G,SREELEATHERS LIMITED,       220.40,       218.15,1.03
G,URBAN COMPANY LIMITED,       132.70,       131.35,1.03
G,SHREEOSWAL S AND CHE LTD,        17.72,        17.54,1.03
G,DEEPAK BUILDERS & ENG I L,       118.32,       117.12,1.02
G,PETRONET LNG LIMITED,       291.05,       288.10,1.02
G,NANDAN DENIM LIMITED,         2.96,         2.93,1.02
G,IMAGICAAWORLD ENT LTD,        48.35,        47.86,1.02
G,TATA INVESTMENT CORP LTD,       703.75,       696.65,1.02
G,JM FINANCIAL LIMITED,       149.06,       147.56,1.02
G,2.5%GOLDBONDS2029SR-VI,     14726.57,     14578.52,1.02
G,OM FREIGHT FORWARDERS LTD,        94.63,        93.68,1.01
G,REPCO HOME FINANCE LTD,       433.50,       429.15,1.01
G,SEQUENT SCIENTIFIC LTD.,       210.49,       208.38,1.01
G,QUICK HEAL TECH LTD,       269.40,       266.70,1.01
G,OSWAL AGRO MILLS LTD,        58.87,        58.28,1.01
G,CEIGALL INDIA LIMITED,       274.45,       271.70,1.01
G,EDELAMC - EGOLD,       134.90,       133.55,1.01
G,SDL TS 7.59% 2037,       101.00,        99.99,1.01
G,DSPAMC - MSCIADD,        31.14,        30.83,1.01
G,SIYARAM SILK MILLS LTD,       637.95,       631.60,1.01
G,G R INFRAPROJECTS LIMITED,      1009.75,       999.70,1.01
